,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Alpha Institute of Management, Tiruchengode",Chittalandur,Tamil Nadu,MBA,2 years,Full time,120,PG,0.8 lakhs,(AICTE) All India Council of Technical Education,Graduation from any Recognized university with relevant subjects.,"This is a two year full time programme leading to a Master Degree in Management from the Anna University, Chennai"
1,"Swami Vivekananda Institute of Management, Thanjavur",Vallam,Tamil Nadu,MBA,2 years,Full time,60,PG,,(AICTE) All India Council of Technical Education,"A Pass in any recognized Bachelor’s Degree (in any Discipline) of minimum 3 years duration with 10 + 2 + 3 / 4 years pattern (i.e. 10th Std. + HSC + 3 years or 4 years Degree Program) and obtained 50% (45% in case of candidate belonging to reserved category) at the qualifying examination as per current AICTE norms.
OR
A pass in any recognized Bachelor’s Degree (in any Discipline) of minimum 3 years duration with 10 + 3 (Diploma) + 3 years Pattern (i.e. 10th Std + 3 Years Diploma + 3 years Degree Program) and obtained 50% (45% in case of candidate belonging to reserved category) at the qualifying Examination as per current AICTE norms.","The College offers a two-year full-time course “MBA” for the betterment of the student community.
Specializations:
Marketing
Production and Operations
Human Resources
Finance
Systems"
2,"Indira Institute of Management and Research, Tiruvallur",Kadambathur,Tamil Nadu,MBA,2 years,Full time,60,PG,0.8 lakhs,,Any Recognized Bachelor degree of minimum 3 years duration in any discipline with at least 50% in the aggregate of marks.,"This is a two year full time programme leading to a Master Degree in Management from the University of Madras, Chennai."
3,"ARJ Institute of Management Studies, Tiruvallur",Mannargudi,Tamil Nadu,MBA,2 years,Full time,120,PG,,(AICTE) All India Council of Technical Education,Graduates in any discipline from a recognized University with not less than 50% Aggregate Marks.,"ARJ Institute of Management Studies offers two-year full-time Master of Business Administration(MBA) approved by AICTE, Ministry of HRD, Govt of India.
Specialization in Marketing, Finance, Human Resource Management."
4,"CSI Bishop Appasamy College of Arts and Science, Coimbatore",Coimbatore,Tamil Nadu,BBA,3 years,Full time,,UG,,UGC,The candidate should have passed in Higher Secondary Examination.,"Bachelor of Business Administration is 3-years full-time course affiliated to Bharathiar University, Coimbatore and approved by University Grants Commission."
5,"Sankara College of Science and Commerce, Coimbatore",Coimbatore,Tamil Nadu,BBA Computer Application,3 years,Full time,60,UG,,UGC,The candidate should have passed in 10+2 any stream.,BBA Computer Application is a three year full time course.
6,"Sri Ramakrishna College of Arts and Science for Women, Coimbatore",Coimbatore,Tamil Nadu,BBA,3 years,Full time,,UG,,UGC,The candidate should have passed 12th Std from recognized board.,"Bachelor of Business Administration is three-years duration full-time course affiliated to Bharathiar University, Coimbatore."
7,"Sri Ramakrishna College of Arts and Science for Women, Coimbatore",Coimbatore,Tamil Nadu,BBA Computer Applications,3 years,Full time,,UG,,UGC,The candidate should have passed 12th Std from recognized board.,"Bachelor of Business Administration in Computer Applications is three-years duration full-time course affiliated to Bharathiar University, Coimbatore."
8,"Navarasam Arts and Science College for Women, Erode",Arachalur,Tamil Nadu,BBA,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 or equivalent from recognized board.,"Bachelor of Business Administration is 3-year duration full-time course approved by University Grants Commission and affiliated with Bharathiar University, Coimbatore."
9,"Navarasam Arts and Science College for Women, Erode",Arachalur,Tamil Nadu,M.Phil Management Part Time,2 years,Part Time,,PG,,UGC,The candidate should have passed Post Graduation from recognized University.,"Master of Philosophy in Management is 2-year duration Part-time course approved by University Grants Commission and affiliated with Bharathiar University, Coimbatore."
10,"Sree Amman Arts and Science College, Erode",Periyapuliyur,Tamil Nadu,BBA,3 years,Full time,50,UG,,UGC,Candidate must have passed 10+2 from any Recognized Board with relevant subjects.,Bachelor of Business Administration is full time three year undergraduate degree course
11,"Sree Amman Arts and Science College, Erode",Periyapuliyur,Tamil Nadu,MBA,2 years,Full time,60,PG,,UGC,Candidate must have passed Graduation from any Recognized university with relevant subjects.,Master of Business Administration is full time two year post graduate degree course
12,"Annai Velankanni College, Kanyakumari",Killiyoor,Tamil Nadu,BBA,3 years,Full time,64,UG,,UGC,10+2 from any Recognized Board with relevant subjects.,Bachelor of Business Administration is full time three year undergraduate degree course
13,"PGP College of Arts and Science, Namakkal",Sundakkampalayam,Tamil Nadu,B.Com E-Banking,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 any stream from any recognized college/ board.,"Bachelor of Commerce in E-Banking is a full-time 3-year full-time course it is approved by UGC, and offered by Periyar University, Salem"
14,"PGP College of Arts and Science, Namakkal",Sundakkampalayam,Tamil Nadu,BBA,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 any stream from any recognized college/ board.,Bachelor of Business Administration is full time three year undergraduate degree course
15,"PGP College of Arts and Science, Namakkal",Sundakkampalayam,Tamil Nadu,MBA,2 years,Full time,60,PG,0.8 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed graduate related degree any stream from any recognized college/ University.,"Master of Business Administration is a full-time 2-year full-time course it is approved by AICTE, and offered by Periyar University, Salem"
16,"Sengunthar Arts and Science College, Namakkal",Neikkarappatti,Tamil Nadu,BBA,3 years,Full time,120,UG,,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2 any stream from any recognized college/ board.,"BBA is a full time 3 year course it is approved by UGC, And offered by Periyar University, Salem"
17,"Sengunthar Arts and Science College, Namakkal",Neikkarappatti,Tamil Nadu,M. Phil Management,2 years,Full time,,PG,,UGC,The candidate should have master degree,"Master of Philosophy in Management is three years full time course offered by Periyar University, Salem. and approved by UGC"
18,"Sengunthar Arts and Science College, Namakkal",Neikkarappatti,Tamil Nadu,MBA,2 years,Full time,,PG,,(AICTE) All India Council of Technical Education,"A pass in UG programme under any Discipline with entrance examination like CAT, MAT, TANCET etc.,","Master of Business Administration is a full time 2 year course it is approved by AICTE, And offered by Periyar University, Salem"
19,"Thassim Beevi Abdul Kader College for Women, Kilakarai",Keelakarai,Tamil Nadu,BBA,3 years,Full time,,UG,,UGC,Candidate must have passed 10+2 from recognized board,"BBA is 3 years fulltime course offered by Alagappa University, Karaikudi, it is approved by UGC"
