,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
81,81,"Institute of Hotel Management, Bangalore",IHMB,1969, Karnataka,Bengaluru, S.J. Polytechnic Campus  Seshadri Road  Bangalore 560 001 India Fax: 91-080-22268562 ,Government,NCHMCT,,,,http://www.ihmbangalore.kar.nic.in/,,"['Gym', 'Library', 'IT Infrastructure']",['NCHM JEE'],hotel,,,,,
82,82,"Institute of Hotel Management, Chennai",IHM Chennai,1963, Tamil Nadu,Chennai," C.I.T Campus 
TTTI – Taramani P.O. 
Chennai – 600 113 
 ",Government,NCHMCT,,044-22542029,,http://www.ihmchennai.org/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Cafeteria', 'Medical', 'IT Infrastructure']",['NCHM JEE'],hotel,,,,,
83,83,"Madras Christian College, Chennai",,1837, Tamil Nadu,Chennai,Tambaram  Chennai Tamil Nadu  India Pin 600059 ,Private,(AICTE) All India Council of Technical Education +1 moreUGC,,,,https://www.mcc.edu.in,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Auditorium', 'Medical', 'IT Infrastructure']",['NCHM JEE'],hotel,270,https://www.facebook.com/madraschristiancollegeofficial1837/,,,https://en.wikipedia.org/wiki/Madras_Christian_College
84,84,"Magadh University, Bodhgaya",,1962, Bihar,Dhandhwa,Bodh-Gaya  Bihar Gaya - 824234  India ,Government,UGC,,,,https://www.magadhuniversity.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['NCHM JEE'],hotel,,https://www.facebook.com/MagadhUniversityBodhGaya/,https://twitter.com/magadhuni,https://www.youtube.com/channel/UChc5AJ2HpuRRbLxSd06IBtw,https://en.wikipedia.org/wiki/Magadh_University
85,85,"Bhagwant University, Ajmer",,2008, Rajasthan,Makadwali,Sikar Road  Ajmer-305004  Rajasthan ,Private,"UGC +4 moreBCI, NCTE, PCI, IAP",,,,http://bhagwantuniversity.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NCHM JEE'],hotel,134,https://www.facebook.com/BhagwantUniversityRajasthan/,https://twitter.com/buajmer,,https://en.wikipedia.org/wiki/Bhagwant_University
86,86,"SGT University, Gurgaon",,2013, Haryana,Gurgaon," (SGT University) 
Budhera  Gurugram-Badli Road 
Gurugram (Haryana) - 122505 ",Private,UGC,,0124-2278183,,https://sgtuniversity.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NCHM JEE'],hotel,,https://www.facebook.com/sgtuniversitygurgaon,https://twitter.com/SGT_UNIVERSITY,https://www.youtube.com/channel/UCRF2GrjDLP5fQ_Tr78qj_5g,https://en.wikipedia.org/wiki/Shree_Guru_Gobind_Singh_Tricentenary_University
87,87,"Bengal Institute of Technology and Management, Santiniketan",,2001, West Bengal,Gopalnagar, Santiniketan Sriniketan Bypass  P.O.-Dwaranda  West Bengal - 731236 ,Private,(AICTE) All India Council of Technical Education +1 moreUGC,,,,http://www.bitm.org.in/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NCHM JEE'],hotel,162,https://www.facebook.com/BITM.Shantiniketan/,,,https://en.wikipedia.org/wiki/Bengal_Institute_of_Technology_%26_Management
88,88,"ITM - school of culinary arts , Mumbai",ITM IHM,, Maharashtra,Andheri, Plot No A21  Opp Kasturi Clini Oshiwara  Andheri (W) Mumbai 400053,Private,(AICTE) All India Council of Technical Education,,,,http://www.itm.edu/ihm/culinaryarts.php,,"['Library', 'IT Infrastructure']",['NCHM JEE'],hotel,9,,,,
89,89,"Adesh University, Bhatinda",,2012, Punjab,Bathinda,"
VPO Bhucho kalan  Tehsil Nathana  Barnala Road  Bathinda 151001  Punjab  ",Private,"UGC +3 moreMHRD, MCI, DCI",,09914012277,,http://adeshuniversity.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['NCHM JEE'],hotel,111,https://www.facebook.com/AdeshUniversity/,,,https://en.wikipedia.org/wiki/Adesh_University
90,90,"Institute of Hotel Management Catering and Nutrition, Lucknow",,1969, Uttar Pradesh,Lucknow," Catering & Nutrition
Sector - G  Aliganj  Lucknow Uttar Pradesh  INDIA
Pin Code : 226024  ",Government,NCHMCT,,0522-4077414,,http://www.ihmlucknow.com/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'IT Infrastructure']",['NCHM JEE'],hotel,11,,,,
