,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
35,35,"Institute of Hotel Management, Ahmedabad",IHMA,1972, Gujarat,Bhaijipura," Bhaijipura 
Gandhinagar-382421
Gujarat India.
Tele-Fax: + 91-79-232 76 656 ",Government,NCHMCT,,07923276657,,http://ihmahmedabad.com/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Medical']",['NCHM JEE'],hotel,13,https://www.facebook.com/IHMAhmedabad?v=wall&rf=112275878799605,,,
36,36,"Mahatma Jyotiba Phule Rohilkhand University, Bareilly",MJPRU,1975, Uttar Pradesh,Bareilly,7 Km from the Bareilly railway station  Pilibhit Bye pass road Bareilly 243006  Uttar Pradesh  India. ,Government,UGC +1 moreAICTE,,,,http://www.mjpru.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['UPSEE BHMCT'],hotel,143,https://www.facebook.com/MJP-Rohilkhand-University-Bareilly-282075605186904/,,https://www.youtube.com/channel/UCUstbIZWTGuJCAyUfMMqHbA,https://en.wikipedia.org/wiki/M._J._P._Rohilkhand_University
37,37,"Institute of Hotel Management, Catering and Nutrition, Pusa, New Delhi",IHM Pusa,1962, Delhi,New Delhi, Catering & Nutrition  Pusa New Delhi  110012 Fax 25843177 ,Government,NCHMCT,,011-25841411,,http://www.ihmpusa.net/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'IT Infrastructure']",['NCHM JEE'],hotel,18,https://www.facebook.com/IHMPUSA2016?rf=202364489784319,,,https://en.wikipedia.org/wiki/IHM_Pusa
38,38,"Jiwaji University, Gwalior",,1964, Madhya Pradesh,Gwalior,"
Gwalior - 474011  Madhya Pradesh  India ",Government,UGC +1 moreAICTE,,,,http://www.jiwaji.edu,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'IT Infrastructure']",['NCHM JEE'],hotel,72,https://www.facebook.com/Jiwaji-University-Gwalior-152657118142041/,,,https://en.wikipedia.org/wiki/Jiwaji_University
39,39,"Acharya Nagarjuna University, Guntur",,1976, Andhra Pradesh,Guntur,Nagarjuna Nagar  Guntur - 522510  Andhra Pradesh  India ,Government,UGC +1 moreBCI,,,,http://www.nagarjunauniversity.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NCHM JEE'],hotel,125,https://www.facebook.com/AcharyaNagarjunaUniversity/,https://twitter.com/nagarjunauniv_a,https://www.youtube.com/channel/UCRxZEZafjFHg2MnLaXjD1VA,https://en.wikipedia.org/wiki/Acharya_Nagarjuna_University
40,40,"NIMS University, Jaipur",,2008, Rajasthan,Puth Ka Bas at Chawa Ka Bas,"Shobha Nagar  Jaipur-Delhi Highway (NH-11C) 
Jaipur – 303121  Rajasthan  India ",Private,"UGC +7 moreMCI, DCI, PCI, INC, BCI, COA, ",,,,http://nimsuniversity.org/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NCHM JEE'],hotel,681,https://www.facebook.com/NIMS-University-363254377077300/,https://twitter.com/nimsuniversity,,https://en.wikipedia.org/wiki/NIMS_University
41,41,"Mahatma Gandhi University, Kottayam",,1983, Kerala,Athirampuzha,Priyadharshini Hills P.O.  Kottayam  Kerala - 686560  India ,Government,UGC +1 moreBCI,,,,http://www.mguniversity.edu/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NCHM JEE'],hotel,87,,,https://www.youtube.com/channel/UCo-fDl62chniF2y-Lh6uAXA,https://en.wikipedia.org/wiki/Mahatma_Gandhi_University
42,42,"Gujarat Technological University, Ahmedabad",,2007, Gujarat,Ahmedabad,"Nr.Vishwakarma Government Engineering College
Nr.Visat Three Roads  Visat - Gandhinagar Highway
Chandkheda  Ahmedabad – 382424 - Gujarat  ",Government,UGC,,079-23267521,,http://www.gtu.ac.in/,,"['Library', 'Sports', 'Auditorium', 'Medical', 'IT Infrastructure']",['NCHM JEE'],hotel,,,https://twitter.com/gtumediaupdate?lang=en,,https://en.wikipedia.org/wiki/Gujarat_Technological_University
43,43,"Rabindranath Tagore University, Bhopal",,2010, Madhya Pradesh,Bhopal,"
Village: Mendua  Post: Bhojpur  Near Bangrasiya chouraha  Bhopal-Chiklod Road  District: Raisen (M.P.)
Pin Code-464993 ",Private,"UGC +5 moreAICTE, NCTE, BCI, INC, MP Paramedical Council",,,,http://www.rntu.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'Transport', 'IT Infrastructure']",['NCHM JEE'],hotel,,https://www.facebook.com/RNTUniv/,https://twitter.com/rntuniv?lang=en,https://www.youtube.com/user/aisectuni,https://en.wikipedia.org/wiki/AISECT_University
44,44,"Amity University, Jaipur",,2008, Rajasthan,Kant,SP-1  Kant Kalwar  RIICO Industrial Area  NH-11C  Jaipur  Rajasthan  India ,Private,"UGC +3 moreAICTE, BCI, COA",,,,http://amity.edu/jaipur,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'IT Infrastructure']",['NCHM JEE'],hotel,180,https://www.facebook.com/AmityJaipur,https://twitter.com/AmityJaipur,https://www.youtube.com/user/amityunivjaipur/feed,"https://en.wikipedia.org/wiki/Amity_University,_Jaipur"
