,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Ch Brahm Prakash Ayurved Charak Sansthan, New Delhi",Delhi,Delhi,BAMS,5.5 years,Full time,100,UG,3.38 lakhs,(CCIM) Central Council for Indian Medicine,"12 th standard with science with 50 % aggregate marks in the subjects of physics, chemistry and biology.","Bachelor of Ayurvedic Medicine and Surgery is a five and half year full time program affiliated to Guru Gobind Singh Indraprastha University, Delhi and approved by Central Council of Indian Medicine.
Medium of Instruction: English, Hindi and Sanskrit."
1,"MSM Institute of Ayurveda, Sonipat",Khanpur Kalan,Haryana,BAMS,5.5 years,Full time,100,UG,,(CCIM) Central Council for Indian Medicine,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Bachelor of Ayurveda Medicine and Surgery is full time four year six month and one year internship degree offered by Bhagat Phool Singh Mahila Vishwavidyalaya, Khanpur Kalan and approved by CCIM."
2,"Quadra Institute of Ayurveda, Roorkee",Haridwar,Uttarakhand,BAMS,5.5 years,Full time,,UG,,(CCIM) Central Council for Indian Medicine,"12th standard with science or any other equivalent examination recognized by concerned State Governments and Education boards provided the candidate passes the examination with 50% aggregate marks in the subjects of Physics, Chemistry and Biology.","The bachelor of Ayurveda education will aim at producing graduates, having profound knowledge of Ashtanga Ayurveda supplemented with knowledge of scientific advances in modern medicine along with extensive practical training; who will become efficient physicians and surgeons fully competent to serve the health care services.
Affiliation- Uttarakhand Ayurved Universit...See More"
3,"Om Ayurvedic Medical College and Research Center, Roorkee",Panchayanpur,Uttarakhand,BAMS,5.5 years,Full time,60,UG,2.45 lakhs,(CCIM) Central Council for Indian Medicine,10+2 Bio stream and 45% with PCB.,"Bachelor of Ayurveda, Medicine and Surgery 4 and half years Full time course and one year internship degree offered by Uttrakhand Ayurved University, Dehradun and approved by CCIM."
4,"Uttranchal Unani Medical College and Hospital, Haridwar",Haridwar,Uttarakhand,Diploma in Ayurveda Nursing,3 years,Full time,20,Diploma,,,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Diploma in Ayurveda Nursing is full time three year course diploma offered by Uttrakhand Ayurved University, Dehradun."
5,"Uttranchal Unani Medical College and Hospital, Haridwar",Haridwar,Uttarakhand,Diploma in Ayurveda Pharmacy,2 years,Full time,30,Diploma,,,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Diploma in Ayurveda Pharmacy is full time two year course diploma offered by Uttrakhand Ayurved University, Dehradun."
6,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,BDS,5 years,Full time,100,UG,16 lakhs,(DCI) Dental Council of India,"No candidate shall be allowed to be admitted to the Dental Curriculum of first Bachelor of Dental Surgery (BDS) Course until:
1. He / She shall complete the age of 17 years on or before 31st December, of the year of admission to the BDS course;
2. He / She has passed qualifying examination as under any of the following:
a. The higher secondary examination or the Indian School Certificate Examination which is equivalent to 10+2 Higher Secondary Examination after a period of '12 years study, the last two years of study comprising of Physics, Chemistry, Biology and Mathematics or any other elective subjects with English at a level not less than the core course for English.
[Note: Where the course content is not as prescribed for 1O+2 education structure of the National Committee, the candidates will have to undergo a period of one year pre-professional training before admission to the Dental colleges].
b. The intermediate examination in science of an Indian University / Board or other recognized examining body with Physics, Chemistry and Biology which shall include a practical test in these subjects and also English as a compulsory subject;
c. The pre-professional/ pre-medical examination with Physics, Chemistry and Biology, after passing either the higher secondary school examination, or the pre-university or an equivalent examination. The pre professional / pre-medical examination shall include a practical test in Physics, Chemistry and Biology and
also English as a compulsory subject;
d. The first year of the three years degree course of a recognized university, with Physics, Chemistry and Biology including a practical test in three subjects provided the examinations is a ""University Examination"" and candidate has passed 10+2 with English at a level not less than a core course;
e. Any other examination which, in scope and standard is found to be equivalent to the intermediate science examination of an Indian University / Board, taking Physics, Chemistry and Biology including practical test in each of these subjects and English.","BDS degree shall be of 4 years, plus one year of compulsory rotating internship. During this period, the student shall be required to have engaged in full time study. It is affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
7,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,MDS Conservative Dentistry and Endodontics,3 years,Full time,5,PG,,(DCI) Dental Council of India,The candidates who have passed BDS examination from an Institution recognized by the Dental Council of India / Dental Council of India and have completed their Internship.,"MDS Conservative Dentistry and Endodontics is three-year duration full-time course affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
8,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,MDS Oral Medicine and Radiology,3 years,Full time,3,PG,,(DCI) Dental Council of India,The candidates who have passed BDS examination from an Institution recognized by the Dental Council of India / Dental Council of India and have completed their Internship.,"MDS Oral Medicine and Radiology is three-year duration full-time course affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
9,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,MDS Oral Pathology and Microbiology,3 years,Full time,3,PG,,(DCI) Dental Council of India,The candidates who have passed BDS examination from an Institution recognized by the Dental Council of India / Dental Council of India and have completed their Internship.,"MDS Oral Pathology and Microbiology is three-year duration full-time course affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
10,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,MDS Oral and Maxillofacial Surgery,3 years,Full time,5,PG,,(DCI) Dental Council of India,The candidates who have passed BDS examination from an Institution recognized by the Dental Council of India / Dental Council of India and have completed their Internship.,"MDS Oral and Maxillofacial Surgery is three-year duration full-time course affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
11,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,MDS Orthodontics and Dentofacial Orthopedics,3 years,Full time,5,PG,,(DCI) Dental Council of India,The candidates who have passed BDS examination from an Institution recognized by the Dental Council of India / Dental Council of India and have completed their Internship.,"MDS Orthodontics and Dentofacial Orthopedics is three-year duration full-time course affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
12,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,MDS Pedodontics and Preventive Dentistry,3 years,Full time,5,PG,,(DCI) Dental Council of India,The candidates who have passed BDS examination from an Institution recognized by the Dental Council of India / Dental Council of India and have completed their Internship.,"MDS Pedodontics and Preventive Dentistry is three-year duration full-time course affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
13,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,MDS Periodontology,3 years,Full time,5,PG,,(DCI) Dental Council of India,The candidates who have passed BDS examination from an Institution recognized by the Dental Council of India / Dental Council of India and have completed their Internship.,"MDS Periodontology is three-year duration full-time course affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
14,"SVS Institute of Dental Sciences, Mahabubnagar",Mahbubnagar,Telangana,MDS Prosthodontics and Crown and Bridge,3 years,Full time,5,PG,,(DCI) Dental Council of India,The candidates who have passed BDS examination from an Institution recognized by the Dental Council of India / Dental Council of India and have completed their Internship.,"MDS Prosthodontics and Crown and Bridge is three-year duration full-time course affiliated to Dr NTR University of Health Sciences, Vijayawada and approved by Dental Council of India (DCI)."
15,"Babu Banarasi Das College of Dental Sciences, Lucknow",Uttardhauna,Uttar Pradesh,BDS,5 years,Full time,100,UG,5.48 lakhs,(DCI) Dental Council of India,"1. Candidate must complete the age of 17 years on or before 31st December, of the year of admission to the BDS course.
2. H.S.C / (+2) or equivalent qualification with English, Physics, Chemistry and Biology/Botany & Zoology with minimum marks as per DCI norms.","Bachelor of Dental Surgery (BDS) 4 years duration full time course with 1 year internship. It is offered by Babu Banarasi Das University, Lucknow and approved by Dental Council Of India (DCI)."
16,"Babu Banarasi Das College of Dental Sciences, Lucknow",Uttardhauna,Uttar Pradesh,MDS Conservative Dentistry,3 years,Full time,6,PG,,(DCI) Dental Council of India,Pass in B.D.S. or Its equivalent degree recognized by Dental Council of India (Completed internship).,"MDS Conservative Dentistry is three-year duration full-time course offered by Babu Banarasi Das University, Lucknow and approved by Dental Council Of India (DCI)."
17,"Babu Banarasi Das College of Dental Sciences, Lucknow",Uttardhauna,Uttar Pradesh,MDS Oral Medicine,3 years,Full time,5,PG,,(DCI) Dental Council of India,Pass in B.D.S. or Its equivalent degree recognized by Dental Council of India (Completed internship).,"MDS Oral Medicine is three-year duration full-time course offered by Babu Banarasi Das University, Lucknow and approved by Dental Council Of India (DCI)."
18,"Babu Banarasi Das College of Dental Sciences, Lucknow",Uttardhauna,Uttar Pradesh,MDS Oral Pathology,3 years,Full time,3,PG,,(DCI) Dental Council of India,Pass in B.D.S. or Its equivalent degree recognized by Dental Council of India (Completed internship).,"MDS Oral Pathology is three-year duration full-time course offered by Babu Banarasi Das University, Lucknow and approved by Dental Council Of India (DCI)."
19,"Babu Banarasi Das College of Dental Sciences, Lucknow",Uttardhauna,Uttar Pradesh,MDS Oral Surgery,3 years,Full time,4,PG,,(DCI) Dental Council of India,Pass in B.D.S. or Its equivalent degree recognized by Dental Council of India (Completed internship).,"MDS Oral Surgery is three-year duration full-time course offered by Babu Banarasi Das University, Lucknow and approved by Dental Council Of India (DCI)."
