,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Regional Institute of Paramedical and Nursing Sciences, Aizawl",Aizawl,Mizoram,BOOT,4 years,Full time,33,UG,0.131 lakhs,(AICTE) All India Council of Technical Education,"Pass in 10+2 exams with the minimum of 50 % of marks, having combinations Physics, chemistry, biology","Bachelor’s in Optometry & Ophthalmic Techniques is a 4 years course affiliated to Mizoram University Aizawl, Under regular shifts"
1,"Regional Institute of Paramedical and Nursing Sciences, Aizawl",Aizawl,Mizoram,BRIT,4 years,Full time,33,UG,0.131 lakhs,(AICTE) All India Council of Technical Education,"Pass in 10+2 exams with the minimum of 50 % of marks, having combinations Physics, chemistry, biology","It’s a 4 years course affiliated to Mizoram University Aizawl, Under regular shifts"
2,"Shree Saptshrungi Ayurved Mahavidyalay and Hospital, Nashik",Nashik,Maharashtra,BAMS,5.5 years,Full time,50,UG,,(CCIM) Central Council for Indian Medicine,"For Open Category : The candidate should have passed 10+2 with 50% Marks in Physics, Chemistry, Biology Group (150 / 300)
For Reserved Category : The candidate should have passed 10+2 with 40% Marks in Physics, Chemistry, Biology Group (120 / 300).","Bachelor of Ayurveda, Medicine and Surgery is 4.5 years and 1 year internship duration course. It is affiliated to Maharashtra University of Health Sciences, Nashik and approved by Central Council of indian Medicine, New Delhi."
3,"YMT Ayurvedic Medical College and Hospital, Navi Mumbai",Navi Mumbai,Maharashtra,MD Ayurveda in Sanskrit Samhita,3 years,Full time,4,PG,6.7 lakhs,(CCIM) Central Council for Indian Medicine,"The candidate should have passed in Bachelor of Ayurveda, Medicine and Surgery for any recognized university.","This is a full time three year course affiliated to Maharashtra University of Health Sciences, Nashik and approved by Central Council of Indian Medicine."
4,"YMT Ayurvedic Medical College and Hospital, Navi Mumbai",Navi Mumbai,Maharashtra,MS Ayurveda in Shalya Tantra Anu Shalya,3 years,Full time,4,PG,6.7 lakhs,(CCIM) Central Council for Indian Medicine,"The candidate should have passed in Bachelor of Ayurveda, Medicine and Surgery for any recognized university.","This is a full time three year course affiliated to Maharashtra University of Health Sciences, Nashik and approved by Central Council of Indian Medicine."
5,"YMT Ayurvedic Medical College and Hospital, Navi Mumbai",Navi Mumbai,Maharashtra,MS Ayurveda in Shalya Tantra Samanya,3 years,Full time,2,PG,6.7 lakhs,(CCIM) Central Council for Indian Medicine,"The candidate should have passed in Bachelor of Ayurveda, Medicine and Surgery for any recognized university.","This is a full time three year course affiliated to Maharashtra University of Health Sciences, Nashik and approved by Central Council of Indian Medicine."
6,"YMT Ayurvedic Medical College and Hospital, Navi Mumbai",Navi Mumbai,Maharashtra,MS Ayurveda in Shalyakya,3 years,Full time,4,PG,6.7 lakhs,(CCIM) Central Council for Indian Medicine,"The candidate should have passed in Bachelor of Ayurveda, Medicine and Surgery for any recognized university.","This is a full time three year course affiliated to Maharashtra University of Health Sciences, Nashik and approved by Central Council of Indian Medicine."
7,"Sancheti Healthcare Academy, Pune",Pune,Maharashtra,BPT,4.5 years,Full time,50,UG,,Indian Association of Physiotherapist,"Students should have completed their 12th standard (10 +2) with Physics, Chemistry, and Biology with minimum 50% marks. Minimum of 50% is essential for securing admissions which are based on Merit only.",Bachelors in Physiotherapy (B.P.Th.) is 4 ½ years course affiliated with the Maharashtra University of Health Sciences (MUHS).
8,"Sancheti Healthcare Academy, Pune",Pune,Maharashtra,MPT Cardio Respiratory Physiotherapy,3 years,Full time,2,PG,,Indian Association of Physiotherapist,The Candidate should have to complete Bachelor of Physiotherapy Course from any recognized University. Minimum of 50% is essential for securing admissions which are based on Merit only.,Masters in Physiotherapy (M.P.Th.) is 3 years course affiliated with the Maharashtra University of Health Sciences (MUHS).
9,"Sancheti Healthcare Academy, Pune",Pune,Maharashtra,MPT Community Physiotherapy,3 years,Full time,2,PG,,Indian Association of Physiotherapist,The Candidate should have to complete Bachelor of Physiotherapy Course from any recognized University. Minimum of 50% is essential for securing admissions which are based on Merit only.,Masters in Physiotherapy (M.P.Th.) is 3 years course affiliated with the Maharashtra University of Health Sciences (MUHS).
10,"Sancheti Healthcare Academy, Pune",Pune,Maharashtra,MPT Musculoskeletal Physiotherapy,3 years,Full time,2,PG,,Indian Association of Physiotherapist,The Candidate should have to complete Bachelor of Physiotherapy Course from any recognized University. Minimum of 50% is essential for securing admissions which are based on Merit only.,Masters in Physiotherapy (M.P.Th.) is 3 years course affiliated with the Maharashtra University of Health Sciences (MUHS).
11,"Sancheti Healthcare Academy, Pune",Pune,Maharashtra,MPT Neuro Physiotherapy,3 years,Full time,2,PG,,Indian Association of Physiotherapist,The Candidate should have to complete Bachelor of Physiotherapy Course from any recognized University. Minimum of 50% is essential for securing admissions which are based on Merit only.,Masters in Physiotherapy (M.P.Th.) is 3 years course affiliated with the Maharashtra University of Health Sciences (MUHS).
12,"Sancheti Healthcare Academy, Pune",Pune,Maharashtra,MPT Sports Physiotherapy,3 years,Full time,2,PG,,Indian Association of Physiotherapist,The Candidate should have to complete Bachelor of Physiotherapy Course from any recognized University. Minimum of 50% is essential for securing admissions which are based on Merit only.,Masters in Physiotherapy (M.P.Th.) is 3 years course affiliated with the Maharashtra University of Health Sciences (MUHS).
13,"BITS Institute of Physiotherapy, Vadodara",Alamgir,Gujarat,BPT,4.5 years,Full time,75,UG,,Indian Association of Physiotherapist,The candidate should have passed in 10+2 with relevant subject.,"Bachelor of Physiotherapy is a full time 4.5 year course it is approved by Indian Association Physiotherapist and affiliated to Gujarat University, Ahmedabad."
14,"Burdwan Institute of Medical and Life Sciences, Burdwan",Burdwan,West Bengal,BPT,4.5 years,Full time,30,UG,,Indian Association of Physiotherapist,"Candidates for admission to the Bachelor of Physiotherapy course should have passed the qualifying examinations, (Academic Stream) after a period of twelve years of study with the following subjects of Physics, Chemistry and Biology/Botany and Zoology with minimum of marks as per University Regulations.",Bachelor of Physiotherapy is a four and half year UG course Approved by Indian Association of Physiotherapists.
15,"Burdwan Institute of Medical and Life Sciences, Burdwan",Burdwan,West Bengal,MPT,2 years,Full time,9,PG,,Indian Association of Physiotherapist,"A bachelor of physiotherapy degree certificate with not less than three and half years duration (including six months of internship) from any University within India or equivalent degree from any other recognized University. Candidates holding qualification regarded as equivalent in standard to the above, may be considered subject to the approval of the academics senate on recommendations of Board of Studies (WBUHS).","Master of Physiotherapy is full time two year course approved by Indian Association of Physiotherapist.
These are course offered.
MPT Orthopedics, MPT Sports Physiotherapy, MPT Neurology."
16,"School of Medical Education, Kottayam",Kottayam,Kerala,BPT,4.5 years,Full time,,UG,,Indian Association of Physiotherapists,"Plus two with physics, Chemistry and Biology 50% marks","Bachelor of Physiotherapy its 4.5 years Course offered by Mahatma Gandhi University,Kottayam, Approved by Indian Association of Physiotherapists"
17,"School of Medical Education, Kottayam",Kottayam,Kerala,M. Sc Anatomy,2 years,Full time,,PG,,UGC,The candidate should have passed Degree in Zoology or any paramedical subject with 50% marks.,"Master of Anatomy its 3 years PG Course offered by Mahatma Gandhi University,Kottayam,Approved by UGC"
18,"School of Medical Education, Kottayam",Kottayam,Kerala,MPH,2 years,Full time,,PG,,Indian Association of Physiotherapists,The candidate should have passed any Degree with 50% marks or Post Graduation,"Master of Public Health is 2 years PG Course offered by Mahatma Gandhi University,Kottayam,Approved by UGC"
19,"School of Medical Education, Kottayam",Kottayam,Kerala,MPT,2 years,Full time,,PG,,Indian Association of Physiotherapists,The candidate should have passed BPT with 50% marks,"Master of Physiotherapy is 2 years PG Course offered by Mahatma Gandhi University, Kottayam,Approved by UGC"
20,"Kempegowda Institute of Physiotherapy, Bangalore",Bengaluru,Karnataka,BPT,4.5 years,Full time,10,UG,,Indian Association of Physiotherapy,"Should have passed two year Pre University examination conducted by Department of Pre-University Education, Karnataka State, with English as one of the subjects and Physics, Chemistry and Biology as optional subjects. The candidate shall have passed subjects of English, Physics, Chemistry and Biology as optional subjects. The candidate shall have passed subjects of English, Physics, Chemistry and Biology individually also.",The duration of the Bachelor of Physiotherapy (BPT) is 4 ½ years followed by 6 months internship full time course.
21,"Kempegowda Institute of Physiotherapy, Bangalore",Bengaluru,Karnataka,MPT,2 years,Full time,10,PG,6.2 lakhs,Indian Association of Physiotherapy,"Candidates who have passed B.Sc. (PT) or BPT degree from institutions where the mode of study is a full time program, with minimum 3½ years / 4 ½ years duration from this university or any other university in India or abroad as equivalent with not less than 50% of marks in aggregate and have completed 6 months of compulsory rotating internship in Physiotherapy Colleges recognized by RGUHS - Karnataka are eligible. Candidates who have passed BPT through correspondence or Distance Education program are not eligible.","Master of Physiotherapy is full time 2 year course. Affiliated to Rajiv Gandhi University of Health Sciences, Bangalore."
22,"The Oxford College of Physiotherapy, Bangalore",Bengaluru,Karnataka,BPT,4.5 years,Full time,,UG,2.3 lakhs,Indian Association of Physiotherapy,"Pass in the Pre University examination conducted by the Karnataka Pre-University board or equivalent examination Physics, Chemistry and Biology and with English as optional subjects.","The B.P.T Course of the Oxford college of Physiotherapy is a full time 4.5 year degree course recognized by the Government of Karnataka, college is affiliated to Rajiv Gandhi University of Health Sciences, Bangalore."
23,"The Oxford College of Physiotherapy, Bangalore",Bengaluru,Karnataka,MPT,2 years,Full time,,PG,1.75 lakhs,Indian Association of Physiotherapy,Candidates should have passed in BPT from any Recognized University,"The M.P.T Course of the Oxford college of Physiotherapy is a full time 2 year degree course recognized by the Government of Karnataka, college is affiliated to Rajiv Gandhi University of Health Sciences, Bangalore."
24,"Dayanand Ayurvedic Medical College and Hospital, Siwan",Siwan,Bihar,BAMS,4.5 years,Full time,50,UG,,(CCIM) Central Council for Indian Medicine,"H.S.C / (+2) or equivalent qualification with English, Physics, Chemistry and Biology/Botany and Zoology with minimum marks as per MCI norms.","Bachelor of Ayurvedic Medicine and Surgery course is the duration of 4.5 years program affiliated with Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga and approved by Central Council of Indian Medicine, New Delhi."
25,"Dayanand Ayurvedic Medical College and Hospital, Siwan",Siwan,Bihar,MD Dravyaguna,3 years,Full time,4,PG,,(CCIM) Central Council for Indian Medicine,Candidate should have Passed BAMS Or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in Dravyaguna is three-year full-time postgraduate course, affiliated with Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga with the approval of Central Council of Indian Medicine, New Delhi."
26,"Dayanand Ayurvedic Medical College and Hospital, Siwan",Siwan,Bihar,MD Kayachikitsa,3 years,Full time,4,PG,,(CCIM) Central Council for Indian Medicine,Candidate should have Passed BAMS Or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in Kayachikitsa is three-year full-time postgraduate course, affiliated with Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya, Darbhanga with the approval of Central Council of Indian Medicine, New Delhi."
27,"Shri JG Co Operative Hospital Society's Ayurvedic Medical College, Belgaum",Belagavi,Karnataka,MS Shalya Tantra,3 years,Full time,5,PG,,(CCIM) Central Council for Indian Medicine,"A person possessing the degree in Ayurveda (BAMS) of a University or Board or Medical Institution specified in the second schedule to the act shall be eligible for admission to the Post Graduate Course.
Must be registered in the state Ayurvedic Practioner Board/ Council. Students should have completed compulsory rotatory Internship. Students from University other must get eligibility certificate from Rajiv Gandhi University of Health Sciences.","This is a full-time three-year course affiliated to Rajiv Gandhi University of Health Sciences, Bangalore and approved by Central Council of Indian Medicine."
28,"Government Ayurvedic College and Hospital, Patiala",Patiala,Punjab,BAMS,5.5 years,Full time,40,UG,,Central Council of Indian medicine,The candidate should have passed in 10+2 science stream.,"Bachelor of Ayurveda Medicine and Surgery is a five and half year course offered by Guru Ravidas Ayurved University, Hoshiarpur and approved by Government Ayurvedic College and Hospital, Patiala"
29,"Government Ayurvedic College and Hospital, Patiala",Patiala,Punjab,Diploma in Ayurveda Pharmacy,2 years,Full time,40,Diploma,,Central council of Indian Medicine,The candidate should have passed in 10+2 science stream.,"Diploma Course in Ayurveda Pharmacy is a two year course offered by Guru Ravidas Ayurved University, Hoshiarpur and approved by Government Ayurvedic College and Hospital, Patiala"
