,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Aligarh School of Nursing, Aligarh",Aligarh,Uttar Pradesh,Diploma in Nursing Ayurved,2 years,Full time,20,Diploma,,,The candidate should have passed in 10+2 with PCB and PCM.,"Diploma in Nursing Ayurved is full-time two-year course Affiliated to Ayurved and Unani Tibbi Chikitsa Padhati Board, Lucknow, U.P."
1,"Aligarh School of Nursing, Aligarh",Aligarh,Uttar Pradesh,Diploma in Optometry,2 years,Full time,30,Diploma,0.75 lakhs,(INC) Indian Nursing Council,The candidate should have passed in 10+2 with PCB and PCM.,"Diploma in Optometry is full time two year course affiliated to U.P. State Medical Faculty, Lucknow and recognized by Govt. of Uttar Pradesh."
2,"Aligarh School of Nursing, Aligarh",Aligarh,Uttar Pradesh,Diploma in Physiotherapy,2 years,Full time,30,Diploma,0.75 lakhs,Government of Uttar Pradesh,The candidate should have passed in 10+2 with PCB and PCM.,"Diploma in Physiotherapy is full time two year course affiliated to U.P. State Medical Faculty, Lucknow and recognized by Govt. of Uttar Pradesh."
3,"Bharati Vidyapeeth Homoeopathic Medical College, Pune",Pune,Maharashtra,BHMS,5.5 years,Full time,100,UG,6.32 lakhs,(CCH) Central Council of Homeopathy,"A candidate passing H.S.C science (10+2) or its equivalent examinations from recognized board and has secured at least 50% marks in physics , chemistry, biology(botany & zoology) together .and should have passed in the subject English in the said examination .Blind (including colour blind),deaf ∨ dumb
candidate shall not be allowed for admission in the course.","The degree courses of B.H.M.S. (Degree) shall comprise a course of study consisting of curriculum and syllabus. Provided in these regulations, spread over a period of 5 /2 years including compulsory internship of 1 year duration after passing the final degree examination."
4,"Bharati Vidyapeeth Homoeopathic Medical College, Pune",Pune,Maharashtra,MD Homeopathic Materia Medica,3 years,Full time,6,PG,3.7 lakhs,(CCH) Central Council of Homeopathy,"Bachelor of Homoeopathic Medicine and Surgery or equivalent qualification in Homoeopathy included in the Second Schedule to the Homoeopathy Central Council Act, 1973., after undergoing a course of study of not less than five years and six months duration including one year compulsory internship; OR Bachelor of Homoeopathic Medicine and Surgery (Graded Degree) or equivalent qualification in Homoeopathy included in the Second Schedule to the Homoeopathy Central Council Act, 1973, after undergoing a course of study of not less than two years duration.","This is full time three year course, recognized by Central Council of Homeopathy"
5,"Bharati Vidyapeeth Homoeopathic Medical College, Pune",Pune,Maharashtra,MD Homoeopathic Repertory,3 years,Full time,6,PG,3.7 lakhs,(CCH) Central Council of Homeopathy,"Bachelor of Homoeopathic Medicine and Surgery or equivalent qualification in Homoeopathy included in the Second Schedule to the Homoeopathy Central Council Act, 1973., after undergoing a course of study of not less than five years and six months duration including one year compulsory internship; OR Bachelor of Homoeopathic Medicine and Surgery (Graded Degree) or equivalent qualification in Homoeopathy included in the Second Schedule to the Homoeopathy Central Council Act, 1973, after undergoing a course of study of not less than two years duration.","This is full time three year course, recognized by Central Council of Homoeopathy"
6,"Bharati Vidyapeeth Homoeopathic Medical College, Pune",Pune,Maharashtra,MD Organon of Medicine,3 years,Full time,6,PG,3.7 lakhs,(CCH) Central Council of Homeopathy,"Bachelor of Homoeopathic Medicine and Surgery or equivalent qualification in Homoeopathy included in the Second Schedule to the Homoeopathy Central Council Act, 1973., after undergoing a course of study of not less than five years and six months duration including one year compulsory internship; OR Bachelor of Homoeopathic Medicine and Surgery (Graded Degree) or equivalent qualification in Homoeopathy included in the Second Schedule to the Homoeopathy Central Council Act, 1973, after undergoing a course of study of not less than two years duration.","This is full time three year course, recognized by Central Council of Homoeopathy"
7,"Bharati Vidyapeeth Homoeopathic Medical College, Pune",Pune,Maharashtra,MD Practice of Medicine,3 years,Full time,6,PG,3.7 lakhs,(CCH) Central Council of Homeopathy,"Bachelor of Homoeopathic Medicine and Surgery or equivalent qualification in Homoeopathy included in the Second Schedule to the Homoeopathy Central Council Act, 1973., after undergoing a course of study of not less than five years and six months duration including one year compulsory internship; OR Bachelor of Homoeopathic Medicine and Surgery (Graded Degree) or equivalent qualification in Homoeopathy included in the Second Schedule to the Homoeopathy Central Council Act, 1973, after undergoing a course of study of not less than two years duration.","This is full time three year course, recognized by Central Council of Homoeopathy"
8,"Hahnemann Homoeopathic Medical College and Hospital, Bhopal",Bhopal,Madhya Pradesh,BHMS,5.5 years,Full time,100,UG,,(CCH) Central Council of Homeopathy,"The student from all over the country who have passed 10+2 or equivalent examination with physics, chemistry and biology subjects from any recognized board/university are eligible for admission to first year of B.H.M.S course.","The college offer 5 ½ year course leading to the Degree of B.H.M.S ( Bachelor of Homoeopathy Medicine & Surgery awarded by the Barkatullah vishwavidyallaya , Bhopal"
9,"SKRP Gujarati Homoeopathic Medical College and Research Center, Indore",Indore,Madhya Pradesh,BHMS,5.5 years,Full time,,UG,,(CCH) Central Council of Homeopathy,"The candidate should have passed in 10+2 science stream with Physics, Chemistry and Biology",BHMS is a five and half year full time course
10,"Vasundhara Raje Homeopathic Medical College and Hospital, Gwalior",Gwalior,Madhya Pradesh,BHMS,5.5 years,Full time,100,UG,,(CCH) Central Council of Homeopathy,"Passed the Intermediate Science or its equivalent examination with Physics, Chemistry, and Biology as his subjects.
Attained the age of 17 years on or before 31st December & not more than 25 Years of the year of his admission to the first year of the Course
Blind (including colour blind), deaf and/or dumb candidates shall not be allowed for admission in the course""","Bachelor of Homoeopathic and Medicine Surgery is a five and half years (including 1-year internship) course Approved by CCH and Affiliated to Jiwaji university, Gwalior."
11,"Shri Ramnath Singh Homeopathic Medical College and Hospital, Bhind",Gwalior,Madhya Pradesh,BHMS,5.5 years,Full time,85,UG,,(CCH) Central Council of Homeopathy,"Candidate must have passed 12th standard under 10+2 scheme or Intermediate or Equivalent examination with Physics, Chemistry & Biology from a recognized Board/ University.
The candidate must have attained the minimum age of 17 years on or before 31st December of the year of his/her admission to the first year of the course. Candidate shall be selected on the basis of merit list of intermediate.
Admission will remain provisional till the proof of the Qualifying Examination and other Documents are submitted.","Bachelor of Homoeopathic Medicine and Surgery is Five and Half Years Full Time Course and Approved By Central Council of Homoeopathic and affiliated to Jiwaji University, Gwalior."
12,"Lord Mahavira Homoeopathic Medical College and Hospital, Ludhiana",Ludhiana,Punjab,BHMS,5.5 years,Full time,50,UG,3.6 lakhs,(CCH) Central Council of Homeopathy,"The Candidate should have passed 10+2 with Physics, Chemistry, Biology & English or its equivalent and the qualifying examination as a candidate from a recognized institution/ University before the time of counseling.","The Course of studies leading to the award of Degree of B.H.M.S.(Bachelor of Homoeopathic Medicine and Surgery) shall be of 5½ years academic years (Including one year of the compulsory rotatory internship) and is subject to the rules of the Guru Ravidas Ayurved University Punjab, Hoshiarpur, and the Central Council of Homoeopathy of India."
13,"White Memorial Homoeo Medical College, Kanyakumari",Attoor,Tamil Nadu,BHMS,4.5 years,Full time,100,UG,,(CCH) Central Council of Homeopathy,"H.Sc or Equivalent course with Physics, Chemistry and Biology / Botany and Zoology.
O.C: A Minimum of 50% marks in aggregate in the science subjects (viz) Physics, Chemistry, Biology or Botany and Zoology
B.C:- A Minimum of 45%marks in aggregate in the science subjects (viz) Physics, Chemistry, Biology or Botany and Zoology
M.B.C: A Minimum of 40% marks in aggregate in the science subjects (viz) Physics, Chemistry, Biology or Botany and Zoology
SC/ST: A Minimum of 35% marks in aggregate in the science subjects (viz) Physics, Chemistry, Biology or Botany and Zoology
Age Limit: The candidate should have completed 17 years at the time of admission.
Eligibility Certificate:
The candidate who has passed Higher Secondary Course Examination conducted by other than the Government of TamilNadu shall obtain an eligibiligy certificate from the Tamil Nadu Dr. M.G.R. Medical University, Chennai.","Bachelor of Homoeopathy Medicine and Surgery this course offered by Tamil Nadu Dr. M.G.R Medical University, Chennai and Recognized by the Central Council of Homoeopathy, New Delhi."
