,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MD Ophthalmology,3 years,Full time,114,PG,0.05831 lakhs,(MCI) Medical Council of India,"1. A candidate must possess MBBS degree for MD/MS courses of a University recognised by the Medical Council of India and must have completed the required period of pre- registration internship (12 months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible. 2. The candidate must have obtained a minimum of 55% marks in aggregate in all the MBBS professional examinations. The AIIMS graduates for being eligible to avail of 33% reservation must have also obtained 55% marks in aggregate in all the MBBS professional examination.The candidates belonging to SC.ST or those who have served in Rural Area for more that 2 years or doing practice in a rural areas with less than 5 thousand population for more than 2 years or native of Backward Areas or those working under the Family Welfare Programmers must have obtained 50% marks in aggregate in all the MBBS professional examinations. Candidates with more than two failures in MBBS Professional examinations will not be eligible for admission to MD/MS courses. A deduction of 1% and 3% marks respectively shall be made for having failed once or twice in any of the MBBS professional examinations for calculating the percentage of marks for eligibility determination.",Master of Surgery (MS) in Ophthalmology is a three-year full-time postgraduate degree from medicine domain.
1,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MD Radiodiagnosis,3 years,Full time,28,PG,0.05831 lakhs,(MCI) Medical Council of India,"1. A candidate must possess MBBS degree for MD/MS courses of a University recognised by the Medical Council of India and must have completed the required period of pre- registration internship (12 months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible.
2. The candidate must have obtained a minimum of 55% marks in aggregate in all the MBBS professional examinations. The AIIMS graduates for being eligible to avail of 33% reservation must have also obtained 55% marks in aggregate in all the MBBS professional examination.The candidates belonging to SC.ST or those who have served in Rural Area for more that 2 years or doing practice in a rural areas with less than 5 thousand population for more than 2 years or native of Backward Areas or those working under the Family Welfare Programmers must have obtained 50% marks in aggregate in all the MBBS professional examinations. Candidates with more than two failures in MBBS Professional examinations will not be eligible for admission to MD/MS courses. A deduction of 1% and 3% marks respectively shall be made for having failed once or twice in any of the MBBS professional examinations for calculating the percentage of marks for eligibility determination.",Doctor of Medicine(MD) in Radiodiagnosis is a 3 year full-time post graduate degree in the domain of medicine commonly known as MD. The Examination for M.D. is held at the end of 3 academic years which includes 6 academic terms.
2,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MDS Conservative Dentistry,3 years,Full time,1,PG,0.05831 lakhs,(DCI) Dental Council of India,"A candidate must possess BDS courses of a University recognised by the Dental Council of India and must have completed the required period of pre- registration internship (12months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible.
The candidate must have obtained a minimum of 55% marks in aggregate in all the BDS professional examinations.",Master of Dental Surgeon(MDS) in Conservative Dentistry is a 3 year full-time course and approved by DCI.
3,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MDS Oral and Maxillofacial Surgery,3 years,Full time,1,PG,0.05831 lakhs,(DCI) Dental Council of India,"A candidate must possess BDS courses of a University recognised by the Dental Council of India and must have completed the required period of pre- registration internship (12months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible.
The candidate must have obtained a minimum of 55% marks in aggregate in all the BDS professional examinations.",Master of Dental Surgeon(MDS) in Oral and Maxillofacial Surgery is a 3 year full-time course and approved by DCI.
4,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MDS Orthodontics,3 years,Full time,1,PG,0.05831 lakhs,(DCI) Dental Council of India,"A candidate must possess BDS courses of a University recognised by the Dental Council of India and must have completed the required period of pre- registration internship (12months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible.
The candidate must have obtained a minimum of 55% marks in aggregate in all the BDS professional examinations.",Master of Dental Surgeon(MDS) in Orthodontics is a 3 year full-time course and approved by DCI.
5,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MDS Pedodontics and Preventive Dentistry,3 years,Full time,2,PG,,(DCI) Dental Council of India,"A candidate must possess BDS courses of a University recognised by the Dental Council of India and must have completed the required period of pre- registration internship (12months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible.
The candidate must have obtained a minimum of 55% marks in aggregate in all the BDS professional examinations.",Master of Dental Surgeon (MDS) in Pedodontics and Preventive Dentistry is a 3 year full-time course and approved by DCI.
6,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MDS Prosthodontics,3 years,Full time,2,PG,0.05831 lakhs,(DCI) Dental Council of India,"A candidate must possess BDS courses of a University recognised by the Dental Council of India and must have completed the required period of pre- registration internship (12months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible.
The candidate must have obtained a minimum of 55% marks in aggregate in all the BDS professional examinations.",Master of Dental Surgeon(MDS) in Prosthodontics is a 3 year full-time course and approved by DCI.
7,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MS Anatomy,3 years,Full time,21,PG,0.05831 lakhs,(MCI) Medical Council of India,"1. A candidate must possess MBBS degree for MD/MS courses of a University recognised by the Medical Council of India and must have completed the required period of pre- registration internship (12 months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible.
2. The candidate must have obtained a minimum of 55% marks in aggregate in all the MBBS professional examinations. The AIIMS graduates for being eligible to avail of 33% reservation must have also obtained 55% marks in aggregate in all the MBBS professional examination.The candidates belonging to SC.ST or those who have served in Rural Area for more that 2 years or doing practice in a rural areas with less than 5 thousand population for more than 2 years or native of Backward Areas or those working under the Family Welfare Programmers must have obtained 50% marks in aggregate in all the MBBS professional examinations. Candidates with more than two failures in MBBS Professional examinations will not be eligible for admission to MD/MS courses. A deduction of 1% and 3% marks respectively shall be made for having failed once or twice in any of the MBBS professional examinations for calculating the percentage of marks for eligibility determination.",Master of Surgery (MS) in Anatomy is a three-year full-time postgraduate degree from medicine domain.
8,All India Institute of Medical Sciences New Delhi,New Delhi,Delhi,MS ENT,3 years,Full time,17,PG,,(MCI) Medical Council of India,"1. A candidate must possess MBBS degree for MD/MS courses of a University recognised by the Medical Council of India and must have completed the required period of pre- registration internship (12 months) in a recognised hospital. Those who are likely to complete their internship after 30th July, 2000 are not eligible.
2. The candidate must have obtained a minimum of 55% marks in aggregate in all the MBBS professional examinations. The AIIMS graduates for being eligible to avail of 33% reservation must have also obtained 55% marks in aggregate in all the MBBS professional examination.The candidates belonging to SC.ST or those who have served in Rural Area for more that 2 years or doing practice in a rural areas with less than 5 thousand population for more than 2 years or native of Backward Areas or those working under the Family Welfare Programmers must have obtained 50% marks in aggregate in all the MBBS professional examinations. Candidates with more than two failures in MBBS Professional examinations will not be eligible for admission to MD/MS courses. A deduction of 1% and 3% marks respectively shall be made for having failed once or twice in any of the MBBS professional examinations for calculating the percentage of marks for eligibility determination.",Master of Surgery (MS) in ENT is a three-year full-time postgraduate degree from medicine domain.
9,"Maulana Azad Medical College, New Delhi",New Delhi,Delhi,Diploma in Ophthalmology,2 years,Full time,4,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Diploma in Ophthalmology is a 2 years full time course. Affiliated to University of Delhi, Delhi and Approved by MCI."
10,"Maulana Azad Medical College, New Delhi",New Delhi,Delhi,Diploma in Otolaryngology,2 years,Full time,1,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Diploma in Otolaryngology is a 2 years full time course. Affiliated to University of Delhi, Delhi and Approved by MCI."
11,"Maulana Azad Medical College, New Delhi",New Delhi,Delhi,Diploma in Radio Diagnosis,2 years,Full time,1,Diploma,,(MCI) Medical Council of India,The candidate should have MBBS or equivalent degree from recognized university.,"Diploma in Radio Diagnosis is a 2 years full time course. Affiliated to University of Delhi, Delhi and Approved by MCI."
