,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"SAMS Institute of Hotel Management, Varanasi",Varanasi,Uttar Pradesh,B.Sc Hotel Management,3 years,Full time,,UG,,,"To get admission in BSC in HM program, the applicant must have completed 10+2 with at least 50% marks. However, students pursuing B.A., B.Com and B.Sc. can also apply for this degree course.","Bachelor of Science in Hotel Management is three-years duration full-time course. The focus of the course is to help students acquire a thorough knowledge of different departments of hotel management like food production, catering operations, food management, tourism marketing and general management."
1,"SAMS Institute of Hotel Management, Varanasi",Varanasi,Uttar Pradesh,DHM,4 years,Full time,,Diploma,,,"10+2 from CBSE or any other equivalent examination. In addition, candidates will also have to successfully complete SAMS Aptitude Test for Admission (SAT) and a personal interview.",Diploma in Hotel Management is four year intensive programme which exposes the student to the diversity of hospitality industry and equips the student with intellectual and leadership capabilities allowing the student to move into diverse managerial roles in prestigious international organisations.
2,"Sunderdeep College of Hotel Management, Ghaziabad",Dasna,Uttar Pradesh,BHMCT,4 years,Full time,60,UG,,(AICTE) All India Council of Technical Education,10+2 with any stream with minimum 50% marks without grace or UPSEE Exam qualified. (Subject to change as per UPTU),"4 Year Bachelor Degree of Hotel Management & Catering Technology (BHMCT) affiliated to UPTU,lucknow and approved by AICTE New Delhi."
3,"Heritage Institute of Hotel and Tourism, Agra",Agra,Uttar Pradesh,BHMCT,4 years,Full time,120,UG,,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with relevant subject.,"Bachelor of Hotel Management is a three-year full-time ug programme affiliated to Uttar Pradesh Technical University, Lucknow"
4,"Heritage Institute of Hotel and Tourism, Agra",Agra,Uttar Pradesh,B. Sc Hotel Management and Catering Science,3 years,Full time,120,UG,,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with relevant subject.,"Bachelor of Hotel Management is a three-year full-time ug programme affiliated to Uttar Pradesh Technical University,Agra"
5,"Lakshay College of Hotel Management, Panipat",Naultha,Haryana,Bachelors of Hotel Management and Catering Technology,4 years,Full time,60,UG,2.6 lakhs,(AICTE) All India Council of Technical Education,12th Pass with any of the streams with Engish as a compulsary subject,It is 4 year full time course.
6,"Banarsidas Chandiwala Institute of Hotel Management and Catering Technology, New Delhi",New Delhi,Delhi,Bachelor of Hotel Management and Catering Technology,4 years,Full time,,UG,,(AICTE) All India Council of Technical Education,The eligibility for the admission to 4 years BHMCT programme as stipulated by GGSIP University requires: Pass in 12th Class of 10+2 of CBSE or equivalent with a minimum of 50% marks in aggregate and must also have passed English (core or elective or functional) as a subject.,"Banarsidas Chandiwala Institute of Hotel Management & Catering Technology runs Four Years BHMCT programme as designed by Guru Gobind Singh Indraprastha University - the affiliating University. The norms and standards for the delivery of the course - as laid down by the All India Council of Technical Education (AICTE), Ministry of HRD, and Government of India and the a...See More"
7,"Pinnacle Institute of Hotel Management and Catering Technology, Hyderabad",Hyderabad,Telangana,BHMCT,3 years,Full time,80,UG,,,Prabhath Educational Society runs many Colleges which caters to different needs of students with different qualifications right from SSC(10th ) to Inter (12th)to ITI to Graduation.,3 Years Bachelors Degree in Hotel Management and Catering Technology course for Intermediate passed which affiliated to Osmania University.
8,"Pinnacle Institute of Hotel Management and Catering Technology, Hyderabad",Hyderabad,Telangana,BHMCT Integrated,5 years,Full time,,UG,,,10th Class or SSC or its equivalent.,"A five year integrated course in hotel operations and 3 years degree in hotel management which approved by UGC and Affiliated to Osmania University,Hyderabad"
9,"Pinnacle Institute of Hotel Management and Catering Technology, Hyderabad",Hyderabad,Telangana,MBA Hotel Management,2 years,Full time,,PG,1.8 lakhs,,Graduation from any Recognized university with relevant subjects,It is two year full time course.
