,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
2077,2077,"Bhabha Engineering Research Institute MCA, Bhopal",,2003, Madhya Pradesh,Bhopal, Bhopal,Private,(AICTE) All India Council of Technical Education,,,,http://www.bhabhagroup.in/berimca.php,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Transport', 'IT Infrastructure']",['MP MET'],it,21,,,,https://en.wikipedia.org/wiki/Bhabha_Engineering_Research_Institute
2078,2078,"ICFAI University, Shillong, Meghalaya",,2005, Meghalaya,Shillong, Shillong  Meghalaya,Private,UGC,,03651-224683,,http://www.iumeghalaya.edu.in/,,"['Library', 'Sports', 'Cafeteria', 'Auditorium', 'WiFi', 'IT Infrastructure']",['MP MET'],it,24,https://www.facebook.com/ICFAI-University-Meghalaya-TURA-214753755361411/,https://twitter.com/icfaimeghalaya,https://www.youtube.com/channel/UCR4PWwwiRRXNusLZtr49MDA,
2079,2079,"Government Nirbhay Singh Patel Science College, Indore",,1989, Madhya Pradesh,Indore,A B Road  Bhawar Kuan  Indore - 452001  Holkar College Campus ,Government,UGC,,,,http://www.gnspsc.org/,,"['Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['MP MET'],it,14,,,,
2080,2080,"Isba Institute of Professional Studies, Indore",,, Madhya Pradesh,Indore,82/2/1 Piplaya Kumar  Nipania main road  opp bhawans prominent school  Indore  Madhya Pradesh ,Private,,"Devi Ahilya Vishwavidyalaya, Indore",0731-6003000,,http://www.isbaindore.in/,,"['Gym', 'Library', 'Sports', 'WiFi', 'IT Infrastructure']",['MP MET'],it,13,,,,
2081,2081,"Indore Indira School of Career Studies, Indore",,2006, Madhya Pradesh,Indore, Behind Aurobindo Hospital  Sanwer Road  Indore-452015  Madhya Pradesh  India ,Private,,"Devi Ahilya Vishwavidyalaya, Indore",0731-6684150,,http://www.indoreindira.com/UG/,,"['Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'WiFi', 'IT Infrastructure']",['MP MET'],it,18,,,,
2082,2082,"Graduate School of Business, Indore",,, Madhya Pradesh,Indore,"Nipania  Bypass  Opp. Delhi Public School  Before Omaxe-1 
Indore - 452001  Madhya Pradesh  India ",Private,,"Devi Ahilya Vishwavidyalaya, Indore",,,http://www.gsbl.in/,,"['Library', 'Sports', 'Cafeteria', 'Auditorium', 'WiFi', 'Transport', 'IT Infrastructure']",['MP MET'],it,,https://www.facebook.com/gsb.softvision/,,,
2083,2083,"Radiant Insitute of Management and Science, Indore",,2009, Madhya Pradesh,Indore,Sector-A  Bakhtawarram Nagar  Indore ,Private,,"Devi Ahilya Vishwavidyalaya, Indore",0731-4256554,,http://radiantindore.com/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'WiFi', 'IT Infrastructure']",['MP MET'],it,10,https://www.facebook.com/RadiantInstitute/,https://twitter.com/radiantindore,,
2084,2084,"KK Vigyan and Vyavsaik Adhyayan Mahavidyalaya, Indore",,2008, Madhya Pradesh,Indore,Plot No. 37  Sector - E  Scheme No.54  Vijay Nagar Indore - 452010  Madhya Pradesh  India ,Private,Madhya Pradesh Higher Education +1 more Bhopal,"Devi Ahilya Vishwavidyalaya, Indore",0731-4031896,,http://kkcollege.in/,,"['Library', 'Sports', 'Auditorium', 'IT Infrastructure']",['MP MET'],it,23,https://www.facebook.com/kkcollegeindore/,,,
2085,2085,"Shri Jain Shwetamber Professional Academy, Indore",,2006, Madhya Pradesh,Indore,Aerodrome  Pithampur Road  Near Hinkargiri  Indore  Madhya Pradesh ,Private,(NCTE) National Council for Teacher Education,,,,http://www.sjspa.in/,,"['Library', 'Sports', 'IT Infrastructure']",['MP MET'],it,32,https://www.facebook.com/sjspa/,,,
2086,2086,"ILVA Commerce and Science College, Indore",,2000, Madhya Pradesh,Indore, Indore,Private,(NCTE) National Council for Teacher Education,,0731-4093558,,http://ilvacollege.in/,,"['Gym', 'Library', 'Sports', 'Auditorium', 'WiFi', 'IT Infrastructure']",['MP MET'],it,24,,,,
