,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
610,610,"Indira Gandhi Institute of Child Health, Bangalore",,, Karnataka,Bengaluru," Bangalore 
South Hospital Complex  Dharmaram College Post  Bangalore - 560029 ",Government,(MCI) Medical Council of India,,080-22443143,,http://www.igich.org/,,"['Library', 'Medical']",['NEET PG'],medical,,,,,
611,611,"Calcutta School of Tropical Medicine, Kolkata",,1914, West Bengal,Kolkata,108  Chittaranjan Avenue  Kolkata - 700 073 ,Government,West Bengal University of Health Sciences,,033-22123697,,http://www.stmkolkata.org/,,"['Library', 'Medical', 'Hospital', 'IT Infrastructure']",['NEET PG'],medical,42,,,,https://en.wikipedia.org/wiki/Calcutta_School_of_Tropical_Medicine
612,612,"NRI Institute of Medical Sciences, Sangivalasa",,2012, Andhra Pradesh,Majjivalasa, Sangivalasa  Bheemunipatnam  Visakhapatnam  Andhra Pradesh 531162 ,Private,(MCI) Medical Council of India,,0891-2821111,,https://nriims.com/,,"['Library', 'Cafeteria', 'Auditorium', 'Medical', 'Transport', 'IT Infrastructure']",['NEET UG'],medical,262,https://www.facebook.com/NriInstituteOfMedicalSciences,,,
613,613,"Shri Ramkrishna Institute of Medical Sciences, Durgapur",,2016, West Bengal,Durgapur, Malandighi  Kanksha  Durgapur - 713212  India,Private,(MCI) Medical Council of India,,09083284536,,http://www.setgoi.com/srims/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Cafeteria', 'Medical']",['NEET UG'],medical,13,https://www.facebook.com/Sriramkrishna-Institute-of-Medical-Science-Sanaka-Hospital-1702719509950957/?rf=139556889722763,,,
614,614,"Gouri Devi Institute of Medical Sciences and Hospital, Durgapur",,2016, West Bengal,Rajbandh, G.T. Road  Rajbandh  Durgapur - 713212  Dist. Burdwan  West Bengal,Private,(MCI) Medical Council of India,,09083249550,,http://gimsh.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Medical', 'Hospital']",['NEET UG'],medical,38,https://www.facebook.com/GIMSHDurgapur/,,https://www.youtube.com/channel/UCtE7sVRpBrKVVxkW6Q2mWCA,
615,615,"RAK College of Nursing, Delhi",,1946, Delhi,New Delhi, New Delhi-110024 ,Government,(INC) Indian Nursing Council,,011-26436788,,http://rakcon.com/,,[],['NEET UG'],medical,,,,,https://en.wikipedia.org/wiki/Ras_al-Khaimah_Medical_and_Health_Sciences_University
616,616,"Vokkaligara Sangha Dental College and Hospital, Bengaluru",,1986, Karnataka,Bengaluru,"K.R.Road  V.V.Puram  Bengaluru 
Karnataka - 560004 
India. ",Private,(DCI) Dental Council of India,,080-26618066,,http://vsdentalcollege.org/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'Transport', 'IT Infrastructure']","['NEET UG', 'NEET MDS']",medical,89,,,,
617,617,"Educare Institute of Dental Sciences, Malappuram",,2007, Kerala,Kodur,Kiliymannil Campus  College Road  Chattiparamba  Malappuram  Kerala - 676504 ,Private,(DCI) Dental Council of India,,0483-2708353,,http://www.educareinstitute.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Medical', 'IT Infrastructure']",['NEET UG'],medical,68,https://www.facebook.com/educareinstituteofdentalsciences/,https://twitter.com/educaredentalcg,,
618,618,"Indira Gandhi Institute of Dental Sciences, Pillaiyarkuppam",,2006, Tamil Nadu,Pillayarkuppam, Mahatma Gandhi Medical College Campus  Pillaiyarkuppam  Pondicherry - 607 402  Fax : 0413-2615457  ,Private,(DCI) Dental Council of India,,0413-2615449,,http://www.igids.ac.in,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Cafeteria']",['NEET UG'],medical,,,,,
619,619,"Panineeya Institute of Dental Sciences and Research Centre, Hyderabad",,2003, Telangana,Hyderabad,,Private,(DCI) Dental Council of India,,,,http://www.pmids.org/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']","['NEET UG', 'NEET MDS']",medical,78,,,,https://en.wikipedia.org/wiki/Panineeya_Institute_of_Dental_Sciences_%26_Research_Centre
