,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
1557,1557,"Mata Gujri Memorial Medical College and Lions Seva Kendra Hospital, Kishanganj",,1990, Bihar,Kishanganj,"Kishanganj (Bihar) Pin-855107
 ",Private,(MCI) Medical Council of India,,0987643210,,http://mgmmckishanganj.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'IT Infrastructure']","['NEET UG', 'NEET PG']",medical,210,,,,
1558,1558,"Banarsidas Chandiwala Institute of Physiotherapy, New Delhi",,2003, Delhi,New Delhi,"Chandiwala Estate  Maa Anandmai Marg  Kalkaji 
New Delhi- 110019 ",Private,DCPTOT,,011-49020292,,http://www.bcip.ac.in/bcip/index.php,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']","['NEET UG', 'NEET PG']",medical,9,,,,
1559,1559,"ISIC Institute of Rehabilitation Sciences, New Delhi",,2004, Delhi,New Delhi, Sector C  Vasant Kunj  Opp. Vasant Valley School  New Delhi - 110070,Private,UGC,,011-42255372,,http://www.isicinstitute.com/,,"['Library', 'Medical', 'IT Infrastructure']","['NEET UG', 'NEET PG']",medical,15,https://www.facebook.com/IndianSpinalInjuriesCentre/,https://twitter.com/isic_online,,
1560,1560,"International Center for Ayurvedic Studies, Jamnagar",,1967, Gujarat,Jamnagar, Gujarat Ayurved University  Chanakya Bhavan  Jamnagar - 361 008  Gujarat  India,Government,,,0288-2664866,,http://www.ayurveduniversity.com/,,"['Library', 'Sports', 'IT Infrastructure']","['NEET UG', 'NEET PG']",medical,,,,,
1561,1561,"Parul Institute of Ayurved, Vadodara",,2006, Gujarat,Waghodia, P.O.Limda  Ta.Waghodia - 391760 Dist. Vadodara  Gujarat(India),Private,(CCIM) Central Council for Indian Medicine,,02668-260312,,http://paruluniversity.ac.in/faculty/faculty-of-ayurved/parul-institute-of-ayurved/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'Transport', 'IT Infrastructure']","['NEET UG', 'NEET PG']",medical,76,https://www.facebook.com/ParulUniversity/?ref=page_internal,https://twitter.com/paruluniversity?lang=en,https://www.youtube.com/user/parulinstitute,https://en.wikipedia.org/wiki/Parul_University
1562,1562,"Nagar School of Optometry, Ahmedabad",,2004, Gujarat,Ahmedabad, Ellise Bridge  Ahmedabad  380006. Gujarat.,Private,,"Gujarat University, Ahmedabad",079-26441788,,http://www.nagarschoolofoptometry.com/,,"['Library', 'Cafeteria', 'Auditorium', 'Medical', 'Hospital', 'IT Infrastructure']","['NEET UG', 'NEET PG']",medical,23,https://www.facebook.com/groups/nagar,,,
1563,1563,"Shree KJ Mehta TB Hospital Trust College of Dental Science, Bhavnagar",,2009, Gujarat,Shihor, K.J. Mehta Tb Hospital Campus  Jithri  Amargadh  Tal. Sihor  Bhavnagar - 364210,Private,(DCI) Dental Council of India,,02846-244207,,http://www.kjmt.co.in/about-k-j-m/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Medical', 'Hospital', 'Transport', 'IT Infrastructure']","['NEET UG', 'NEET MDS']",medical,39,,,,
1564,1564,"Shree PM Patel College of Paramedical Science and Technology, Anand",,2002, Gujarat,Anand, Near Sardar Baug  Opp. New Bus Stand  City: Anand  Pin: 388001  Gujarat,Private,UGC,,,,E-mail : [email protected],,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Medical', 'IT Infrastructure']","['NEET UG', 'NEET MDS']",medical,,,,,
1565,1565,"PP Savani University, Surat",,2016, Gujarat,Kosamba, NH 8  GETCO  Near Biltech  Village: Dhamdod  Kosamba  Dist.: Surat - 394125 Gujarat,Private,"(AICTE) All India Council of Technical Education +2 more(INC) Indian Nursing Council, UGC",,02629-296788,,http://www.ppsuni.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']","['NEET UG', 'NEET MDS']",medical,33,https://www.facebook.com/ppsuni,https://twitter.com/ppsavaniuni,https://www.youtube.com/channel/UCroSk1v3jeFfevS6U4IpkOQ,https://en.wikipedia.org/wiki/P_P_Savani_University
1566,1566,"Maharishi Markandeshwar Institute of Physiotherapy and Rehabilitation, Mullana",,2001, Haryana,Mullana, Ambala - Yamunanagar Highway  Mullana- Ambala  133-207 (Haryana),Private,Indian Association Physiotherapist,,01731-274475,,http://www.mmumullana.org/physiotherapy-and-rehabilitation,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']","['NEET UG', 'NEET MDS']",medical,,https://www.facebook.com/MMIPR/,,,
