,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"PK University, Shivpuri",Karera,Madhya Pradesh,B.Pharma,4 years,Full time,,UG,2.4 lakhs,UGC,The student should have passed 10 + 2 ( PCM/PCB )examination from a recognized board.,"Bachelor of Pharmacy is full time four year course degree offered by PK University, Shivpuri and approved by UGC."
1,"PK University, Shivpuri",Karera,Madhya Pradesh,Diploma in Pharmacy,2 years,Full time,,Diploma,1.4 lakhs,UGC,The student should have passed 10 + 2 (PCM / PCB)examination from a recognized board.,"Diploma in Pharmacy is full time two year course Diploma offered by PK University, Shivpuri and approved by UGC."
2,,,,,,,,,,,,
3,"Swift School of Pharmacy, Patiala",Rajpura,Punjab,B.Pharmacy,4 years,Full time,60,UG,4 lakhs,(PCI) Pharmacy Council of India,"Candidate should have qualified 10+2 (Med/ Non- Med) examination from a recognized board, with at least 45% marks (40% in case the candidate belonging to reserve category), Lateral Entry to 2nd year for students who have passed D. Pharmacy with at least 50% marks from a Recognized Institute approved by Pharmacy Council of India","B.Pharmacy is a four year full time course approved by AICTE and affiliated Punjab Technical University, Jalandhar"
4,"Swift School of Pharmacy, Patiala",Rajpura,Punjab,M.Pharma Pharmaceutical,2 years,Full time,18,PG,3 lakhs,(PCI) Pharmacy Council of India,Candidate should have qualified B. Pharmacy examination with minimum 50% marks from a recognized institute approved by Pharmacy Council of India,"M.Pharma Pharmaceutical is a two year full time course approved by AICTE and affiliated Punjab Technical University, Jalandhar"
5,"Surya School of Pharmacy, Villupuram",Vikravandi,Tamil Nadu,B.Pharmacy,4 years,Full time,60,UG,1.12 lakhs,(PCI) Pharmacy Council of India,"The candidate should have passed in below academic qualifications
H.Sc Academic or Equivalent- for SC/ST-Passing
Minimum, MBC/DNC for 40%, BC/BMC/BCC for 45%, OC for 50%, H.Sc Vocational or Equivalent-SC/ST for Passing
Minimum, MBC/DNC for 40%, BC/BMC/BCC for 45%, OC for 50%, Diploma Holders-, for SC/ST-Passing
Minimum, MBC/DNC-40%, for BC/BMC/BCC-45%, for OC-50%",B.Pharmacy is a four year full time course approved by PCI and AICTE
6,"Sagar Institute of Pharmacy and Technology, Bhopal",Bhopal,Madhya Pradesh,B.Pharma,4 years,Full time,60,UG,1.82 lakhs,(PCI) Pharmacy Council of India,"The candidate from MP must have passed 10+2 Exam from Madhya Pradesh Board or any other Board with Physics, Chemistry as the main subjects and Mathematics/ Biology/ Biotechnology as one of the optional subjects, with minimum 45% marks for General category candidates and 40% in case of SC/ST candidate.
The candidate from other states must have passed 10+2 Exam from any recognized board with Physics, Chemistry as the main subjects and Mathematics/ Biology/ Biotechnology as one of the optional subjects, with 45% marks for General category candidates as well as SC/ST candidate.
Direct Admissions based on 12th results (College level Counseling)
The Candidate must have passed 10+2 Exam from Madhya Pradesh Board or any other Board with Physics, Chemistry as the main subjects and Mathematics/ Biology/ Biotechnology as one of the optional subjects, with minimum 50% marks for General category candidates and 45% in case of SC/ST candidate.","Bachelor of Pharmacy is a 4 years technical course that functions on the guidelines of R.G.P.V., AICTE and PCI. The course comprises the study of subjects like Pharmacognosy (Study of the drugs derived from natural sources), Pharmaceutics (Study of the methods of formulation of various dosage forms like tablets, capsules, syrups etc.), Pharmacology (Study of the effec...See More"
7,"Sagar Institute of Pharmacy and Technology, Bhopal",Bhopal,Madhya Pradesh,M.Pharma Pharmaceutics,2 years,Full time,18,PG,2.8 lakhs,(PCI) Pharmacy Council of India,The eligibility to take admission in the course is B.Pharma with specific requisites.,"Master of Pharmacy in Pharmaceutics is a post graduate course in Pharmacy of 2 years duration. It follows the guidelines as furnished by Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by AICTE and PCI."
8,"Chitkara College of Pharmacy, Rajpura",Rajpura,Punjab,B.Pharma,4 years,Full time,60,UG,5.67 lakhs,(AICTE) All India Council of Technical Education,"The candidate should have passed XII with a minimum aggregate of 50% in Physics, Chemistry, Biology/Maths as compulsory subjects. Personal Interview.","Bachelor of Pharmacy is four years (8 Semesters) full-time course. Offered by Chitkara University, Patiala and approved by AICTE and PCI."
9,"Chitkara College of Pharmacy, Rajpura",Rajpura,Punjab,M.Pharma Pharmaceutical Technology,2 years,Full time,,PG,3.05 lakhs,(PCI) Pharmacy Council of India,The candidate should have passed Bachelor of Pharmacy with with minimum aggregate of 50% marks from a recognized University.,"M. Pharm (Pharmaceutical Technology) Programs lead to specialization in formulation development, manufacturing technology, and process development areas, which are essential specializations for manufacturing of traditional and novel drug delivery systems. The first year involves theoretical and practical sessions in the following areas: dosage form design; advanced pharmaceutical methods of analysis; drug regulatory affairs; biopharmaceutics and pharmacokinetics; dosage form technology; advances in industrial pharmacy; and novel drug delive"
10,"Chitkara College of Pharmacy, Rajpura",Rajpura,Punjab,M.Pharma Pharmaceutics,2 years,Full time,15,PG,3.05 lakhs,(PCI) Pharmacy Council of India,The candidate should have passed Bachelor of Pharmacy with with minimum aggregate of 50% marks from a recognized University.,"The M. Pharm (Pharmaceutics) and M. Pharm (Pharmaceutical Technology) Programs lead to specialization in formulation development, manufacturing technology, and process development areas, which are essential specializations for manufacturing of traditional and novel drug delivery systems. The first year involves theoretical and practical sessions in the following areas: dosage form design; advanced pharmaceutical methods of analysis; drug regulatory affairs; biopharmaceutics and pharmacokinetics; dosage form technology; advances in industrial pharmacy; and novel drug delive"
11,"Siddharth Institute of Technology, Jaipur",Jaipur,Rajasthan,Diploma in Pharmacy,3 years,Full time,120,Diploma,0.84 lakhs,(AICTE) All India Council of Technical Education,A candidate must have passed 10th standard or equivalent with mathematics and science from a recognized board.,"This is a full time three year course affiliated to Board of Technical Education, Jodhpur and approved by All India Council for Technical Education."
12,"Prasad Polytechnic, Jaunpur",Jaunpur,Uttar Pradesh,Diploma in Pharmacy,2 years,Full time,60,Diploma,0.56 lakhs,(AICTE) All India Council of Technical Education,A candidate seeking admission in Diploma in Engineering should have passed 10th or High School Examination or its equivalent of an approved Board.,Diploma in Pharmacy is a full-time two-year course affiliated to Uttar Pradesh Board of Technical Education and approved by All India Council for Technical Education.
13,"Swami Vivekanand College of Pharmacy, Indore",Indore,Madhya Pradesh,B.Pharma,4 years,Full time,100,UG,2.2 lakhs,(PCI) Pharmacy Council of India,"The Candidate Should have passed 12th class exam with Physics and Chemistry as compulsary subjects and anyone from Maths/Bio-technology/Biology
Candidate should score minimim 45% marks in 12th class (40% for SC/ST/OBC other than creamy layer).","This is a full time four year course affiliated to Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by Pharmacy Council of India."
14,"Swami Vivekanand College of Pharmacy, Indore",Indore,Madhya Pradesh,M.Pharma Pharmaceutics,2 years,Full time,18,PG,2.8 lakhs,(PCI) Pharmacy Council of India,Candidate should be a graduate in pharmacy with atleast 50% marks (45% for SC/ST/OBC other than creamy layer).Bachelor degree should be of minimum 4 year duration from any AICTE approved institutions.,"This is a full time two year course affiliated to Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by Pharmacy Council of India."
15,"Guru Ramdas Khalsa Institute of Science and Technology Pharmacy, Jabalpur",Barela,Madhya Pradesh,B.Pharma,4 years,Full time,60,UG,,(PCI) Pharmacy Council of India,Candidates must be 10+2 in science discipline from a recognised board of education.,Bachelor of Pharmacy is a full time four years course.
16,"Guru Ramdas Khalsa Institute of Science and Technology Pharmacy, Jabalpur",Barela,Madhya Pradesh,M.Pharma Pharmaceutics,2 years,Full time,36,PG,,(PCI) Pharmacy Council of India,Candidates must be a B.Pharma graduate from a recognised university.,Master of Pharmacy Pharmaceutics is a full time two years course.
17,"Government Polytechnic for Women, Srikakulam",Srikakulam,Andhra Pradesh,Diploma in Pharmacy,2 years,Full time,40,Diploma,0.076 lakhs,(AICTE) All India Council of Technical Education,Intermediate MPC or BiPC,"Diploma in Pharmacy is a full-time two-year course diploma offered by State Board of Technical Education and Training, Hyderabad and approved by AICTE."
18,"Principal KM Kundnani Pharmacy Polytechnic, Ulhasnagar",Ulhasnagar,Maharashtra,Diploma in Pharmacy,2 years,Full time,60,Diploma,0.19 lakhs,(PCI) Pharmacy Council of India,The candidate should have H.S.C. Passed Candidates with (i) Physics (2) Chemistry (3) Biology or Mathematics and (4) English from Maharashtra State Board of Secondary and Higher Secondary Certificate Examination or its equivalent examination,"Diploma in Pharmacy is a two year full time course approved by AICTE and affiliated by Maharashtra State Board of Technical Education, Mumbai"
19,"Sojar college of Pharmacy, Khandvi",Barshi,Maharashtra,Diploma in Pharmacy,2 years,Full time,120,Diploma,1 lakh,(PCI) Pharmacy Council of India,The candidate should have passed in 10+2 science stream.,"This is a full time two year course affiliated to Maharashtra State Board of Technical Education, Mumbai and approved by PCI."
20,"SIMS College of Pharmacy, Guntur",Guntur,Andhra Pradesh,B.Pharma,4 years,Full time,100,UG,1.4 lakhs,(AICTE) All India Council of Technical Education,"1. The intermediate (10 + 2) Examination of the Board of Intermediate Education, Govt of Andhra Pradesh or an Examination recognized as equivalent there to with physics, chemistry and mathematics or biology as subjects.
2. The Diploma in Pharmacy (other than vocational) from an Institution recognized by the pharmacy council of India.","Bachelor of Pharmacy (B.Pharma) is four-year duration full-time course affiliated to Acharya Nagarjuna University, Guntur and approve by All India Council for Technical Education (AICTE), Pharmacy Council of India (PCI)."
