,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Vinayaka Missions Sikkim University, Sikkim",Gangtok,Sikkim,B.Pharm,4 years,Full time,,UG,,UGC,"THE AGGREGATE MARKS OBTAINED IN H.SC/CBSE/PDC/ INTERMEDIATE /ISC /PUC EXAMINATION WITH SCIENCE SUBJECTIS (PHYSICS, CHEMISTRY, BIOLOGY OR MATHEMATICS ) FOR ALL CATEGORIES ARE 45%",
1,"R H Patel College of Pharmacy, Anand",Dahemi,Gujarat,B. Pharma,4 years,Full time,120,UG,2.36 lakhs,(PCI) Pharmacy Council of India,"Admission for B. Pharm candidate should have Passed 12th science with Physics, Chemistry & Biology or Mathematics by the merit basis of state Board Examination/Central Examination.","Bachelor Of Pharmacy is Four Years Full Time Course, offered by Gujarat Technological University, Ahmedabad and approved by AICET and PCU"
2,"R H Patel College of Pharmacy, Anand",Dahemi,Gujarat,M. Pharma Pharmaceutics,2 years,Full time,18,PG,1.78 lakhs,(PCI) Pharmacy Council of India,"Admission for M.Pharm the Candidate Should have taken the Graduate Pharmacy aptitude Test (GPAT)Course Conducted by AICTE/Common Entrance Test (CET) Course conducted by the Gujarat State Goverment through Gujarat Technological University (GTU) and the candidate should have passes any B.Pharm Degree Program of three or more years duration after the 12th standard , or its equivalent Examination.","Master of Pharmacy Pharmaceutics is two Years Full Time Course, offered by Gujarat Technological University, Ahmedabad and approved by AICET and PCU"
3,"R H Patel College of Pharmacy, Anand",Dahemi,Gujarat,M. Pharma Quality Assurance,2 years,Full time,18,PG,1.78 lakhs,(PCI) Pharmacy Council of India,"Admission for M.Pharm the Candidate Should have taken the Graduate Pharmacy aptitude Test (GPAT)Course Conducted by AICTE/Common Entrance Test (CET) Course conducted by the Gujarat State Goverment through Gujarat Technological University (GTU) and the candidate should have passes any B.Pharm Degree Program of three or more years duration after the 12th standard , or its equivalent Examination.","Master of Pharmacy Quality Assurance is two Years Full Time Course, offered by Gujarat Technological University, Ahmedabad and approved by AICET and PCU"
4,"Tolani Institute of Pharmacy, Kachchh",Gandhidham,Gujarat,Diploma in Pharmacy,2 years,Full time,60,Diploma,0.235 lakhs,(AICTE) All India Council of Technical Education,"1. Admission procedure is as per the norms and rules defined by the admission committee for professional diploma courses, Gujarat state
2. For further details for admission to first-year professional diploma courses after 12th (H.S.C)
3. Admissions are purely on merit basis
4. No donation or capitation fee is accepted for any admission.","Diploma in Pharmacy is 2-year duration course approved by AICTE, PCI and affiliated with Gujarat Technological University, Ahmedabad."
5,"Mahatma Gandhi Institute of Pharmacy, Lucknow",Sarai Sahjadi,Uttar Pradesh,B. Pharma,4 years,Full time,120,UG,2.96 lakhs,(AICTE) All India Council of Technical Education,"Candidates who have passed intermediate from U.P. Board or 10+2 examination from any other board with at least 50% marks (45% in case of candidate belonging to reserved category) in Physics, Chemistry and Biology or Mathematics are eligible for admission against unfilled seats and 15% management quota seats.",B. Pharma is 4 Years full-time degree course in Pharmacy.
6,"Mahatma Gandhi Institute of Pharmacy, Lucknow",Sarai Sahjadi,Uttar Pradesh,M. Pharma Pharmaceutics,2 years,Full time,18,PG,2.6 lakhs,(AICTE) All India Council of Technical Education,Candidates must hold a B. Pharm. degree from an AICTE approved Institute. General/OBC candidates must have a first class or minimum 60% marks and minimum 45% required for SC/ST candidates in B. Pharm.,M. Pharma Pharmaceutics is 2 Years full-time post graduate course
7,"Vidyabharati College of Pharmacy, Amravati",Amravati,Maharashtra,B. Pharma,4 years,Full time,60,UG,2.6 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 science stream. The selection is based on entrance exam,B.Pharma is a 4 year full time program
8,"Vidyabharati College of Pharmacy, Amravati",Amravati,Maharashtra,M. Pharma Pharmaceutics,2 years,Full time,18,PG,2.3 lakhs,(AICTE) All India Council of Technical Education,B.Pharma,M.Pharma. Pharmaceutics is a 2 year full time program
9,"Government College of Pharmacy, Ratnagiri",Ratnagiri,Maharashtra,B. Pharma,4 years,Full time,40,UG,0.6 lakhs,(PCI) Pharmacy Council of India,10+2 from any Recognized Board with relevant subjects.,This is a four year full time course.
