,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,B.Pharma Hons,4 years,Full time,,UG,,(PCI) Pharmacy Council of India,"The candidate should have obtained a minimum of aggregate 75% marks in Physics, Chemistry and Mathematics subjects (if he/she has taken Mathematics in BITSAT) or a minimum of aggregate 75% marks in Physics, Chemistry and Biology subjects (if he/she has taken Biology in BITSAT) in 12th class examination, with at least 60% marks in each of the Physics, Chemistry, and Mathematics / Biology subjects","The B. Pharm. curriculum at BITS Pilani has been designed meticulously such that the students apart from learning and understanding the pharmacy courses also gain exposure to other fundamental disciplines of core sciences like Biology, Chemistry, Mathematics, Physics, Engineering, Language and literature, Technical art and Humanities.
Apart from the regular course...See More"
1,"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,M.Pharma Pharmaceutics,2 years,Full time,,PG,,UGC,The candidate should have passed B. Pharma degree from any recognized college/ university.,"Master of Pharmacy in Pharmaceutics is two years full-time Course offered by Birla Institute of Technology and Science, Pilani Approved by UGC, and PCI"
2,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,B.Pharma,4 years,Full time,,UG,,UGC,"The candidate should have passed 10+2 with 50% marks in Physics, Chemistry, Biology.","Bachelor of Pharmacy is a 4 years full time course. Affiliated to Guru Gobind Singh Indraprastha University, Delhi and Approved by UGC."
3,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,B.Sc MLT,3.5 years,Full time,,UG,,UGC,"The candidate should have passed in 12th Class of 10+2 of CBSE or equivalent with a Orthotics (BPO) minimum aggregate of 50% marks in Physics, Chemistry and Biology provided the candidate has passed in each subject separately. A candidate also must have passed in English (core or elective or functional) as a subject of study in the qualifying examination.","B.Sc. in Medical Laboratory Technology course will be a full time course. Duration will be three years followed by compulsory 6 months rotatory internship. offered by Guru Gobind Singh Indraprastha University, Delhi with approval of UGC."
4,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,B.Sc Medical Laboratory Technology,3 years,Full time,,UG,,UGC,"The candidate should have passed in 12th Class of 10+2 of CBSE or equivalent with a minimum aggregate of 50% marks in Physics, Chemistry and Biology provided the candidate has passed in each subject separately. A candidate also must have passed in English (core or elective or functional) as a subject of study in the qualifying examination.","Bachelor of Science in Medical Laboratory Technology is a 3 years full time course. Affiliated to Guru Gobind Singh Indraprastha University, Delhi Approved by UGC."
5,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,MD Pathology,3 years,Full time,6,PG,,UGC,"Every candidate selected for admission to PGMC shall possess MBBS degree from a medical college affiliated to GGSIPU and must have completed one year compulsory rotatory internship on or before 31st March, 2014. The candidate should have obtained permanent registration with the Medical Council of India or any of the State Medical Council or should obtain so within one month of admission.","Doctor of Medicine in Pathology is three year full time course. Affiliated to Guru Gobind Singh Indraprastha University, Delhi and approved by UGC."
6,"Jadavpur University, Kolkata",Kolkata,West Bengal,B.Pharma,4 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 with Science stream in any recognized board.,"Bachelor of Pharmacy is four-year full-time course degree offered by Jadavpur University, Kolkata and approved by UGC and AICTE."
7,"Jadavpur University, Kolkata",Kolkata,West Bengal,B.Pharma Ayurveda,4 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 with Science stream in any recognized board.,"Bachelor of Pharmacy in Ayurveda is four-year full-time course degree offered by Jadavpur University, Kolkata and approved by UGC and AICTE."
8,"Jadavpur University, Kolkata",Kolkata,West Bengal,Bachelor of Pharmaceutical Technology,4 years,Full time,120,UG,,UGC,"1. The candidate must have WBJEEM-2016 General Merit Rank (GMR) up to GMR 14000 for General candidates and All GMR for Reserved Candidates. 2. Candidates must pass Higher Secondary (10+2) Examination in General Stream in regular class mode of West Bengal Council of Higher Secondary Education or equivalent examination from a recognized Council/Board with: a) Indiv idual pass mark in Physics, Chemistry and Mathematics as compulsory subjects. b) Minimum of 60% marks in abov e subjects taken together (45% for SC/ST/PWD/OBC-A/OBC-B candidates) having 60% marks in Mathematics (45% for SC/ST/PWD/OBC-A/OBC-B candidates) as well as pass in English with a minimum of 30% (for all categories of candidates) in the said qualifying examination. 3. Candidate must be 17 years of age or above as on 31.12.2016. 4. Medical fitness: Candidates seeking admission to aforesaid Undergraduate Engg /Arch/Pharm courses should possess good health and physique with sound mind and should be capable of undergoing N.C.C. Training. They should not have any physical deformity or infirmity and should not be suffering from any disease or illness that might incapacitate him/her in future. Eye-sight standard : (a) should not be color blind for admission to Chemical, Civil, Architecture, Pharmacy, Metallurgy and Printing Engineering courses; (b) allowable defect - myopia or myopic astigmatism with correcting lens not exceeding 8.00. (Medical fitness will not be required for candidates under Physically Challenged quota). 5. Provisional admission will be made after verification of relevant documents. The provisional admission is liable to be cancelled if any document is found to be false later.","Bachelor of Pharmaceutical Technology is four-year duration full-time course degree offered by Jadavpur University, Kolkata."
9,"Jadavpur University, Kolkata",Kolkata,West Bengal,M.Pharma Pharmaceutical Technology,2 years,Full time,25,PG,0.096 lakhs,UGC,The candidate should have bachelor's degree in pharmacy discipline from a recognized university.,"Master of Pharmacy in Pharmaceutical Technology is two-year duration full-time course degree offered by Jadavpur University, Kolkata and approved by UGC and AICTE."
