,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"HKE Society's Matoshree Taradevi Rampure Institute of Pharmaceutical Sciences, Kalaburagi",Kalaburagi,Karnataka,M. Pharm Pharmaceutical Technology,2 years,Full time,10,PG,1.88 lakhs,(AICTE) All India Council of Technical Education,The candidate should have relevant graduate degree.,"M. Pharm Pharmaceutical Technology is 2 years fulltime Courses offered By Rajiv Gandhi University of Health Sciences, Bangalore and Approved By AICTE."
1,"HKE Society's Matoshree Taradevi Rampure Institute of Pharmaceutical Sciences, Kalaburagi",Kalaburagi,Karnataka,M. Pharma Pharmaceutical Analysis,2 years,Full time,10,PG,1.88 lakhs,(AICTE) All India Council of Technical Education,The candidate should have relevant graduate degree.,"M. Pharma Pharmaceutical Analysis is 2 years fulltime Courses offered By Rajiv Gandhi University of Health Sciences, Bangalore and Approved By AICTE."
2,"Innovative College of Pharmacy, Greater Noida",Greater Noida,Uttar Pradesh,B. Pharma,4 years,Full time,60,UG,3 lakhs,(AICTE) All India Council of Technical Education,"10+2 with 50% in PCB/PCM or Diploma in Pharmacy with minimum 50% marks from any
recognized university. Lateral Entry :- D.Pharm with 60%.","The course of Bachelor of Pharmacy will extend over a period of four academic years. The curricula and syllabi for the course is prescribed by UPTU Lucknow, Uttar Pradesh. Each year is divided into two semesters of six months.
The course of study of B. Pharm Ist, IInd, IIIrd, IVth, Vth, VIth, VIIth, and VIIIth semester will include the respective theory and practical...See More"
3,"Innovative College of Pharmacy, Greater Noida",Greater Noida,Uttar Pradesh,Diploma in Pharmacy,2 years,Full time,60,Diploma,1.3 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with relevant subject.,"Diploma in Pharmacy it’s a 2 Years course Offered by,Uttar Pradesh Board of Technical, Approved by AICTE"
4,"Innovative College of Pharmacy, Greater Noida",Greater Noida,Uttar Pradesh,M Pharm Pharmaceutics,2 years,Full time,18,PG,1.7 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in B. Pharm.,"Master of Pharmacy in Pharmaceutics it’s a 2 Years course Offered by Uttar Pradesh Technical University, Lucknow Approved by AICTE."
5,"Jamia College of Pharmacy, Nandurbar",Akkalkuva,Maharashtra,Diploma in Pharmacy,2 years,Full time,120,Diploma,1.02 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2 or equivalent with PCM from a recognized board.,"It is 2-year duration full-time diploma course offered by Maharashtra State Board of Technical Education, Mumbai and approved by All India Council for Technical Education."
6,"John Enoch College of Pharmacy, Thiruvananthapuram",Thiruvananthapuram,Kerala,Diploma in Pharmacy,2 years,Full time,,Diploma,,(AICTE) All India Council of Technical Education,"A pass in any of the following examination with Physics, Chemistry, and Biology or Mathematics
1) +2 Examination/VHSC
2) Pre-degree examination
3) The First year of the three year degree course in science
4) Any other qualification approved by the PCI as equivalent to any of the above examination.","It is 2-year duration full-time diploma course offered by Directorate of Medical Education, Thiruvananthapuram and approved by All India Council for Technical Education."
7,"KCT College of Pharmacy, Gulbarga",Kalaburagi,Karnataka,B.Pharmacy,4 years,Full time,40,UG,2 lakhs,(PCI) Pharmacy Council of India,"The candidate should have passed 10+2 or equivalent with PCM from a recognized board with with 40% in any combination comprising Physics, Chemistry, Maths (PCM) or Physics, Chemistry, Biology (PCB) or Physics, Chemistry, Maths & Biology and 35% for OBC students of Karnataka","B.Pharmacy is four year duration full-time diploma course offered by Rajiv Gandhi University of Health Sciences, Bangalore and approved by All India Council for Technical Education."
8,"KCT College of Pharmacy, Gulbarga",Kalaburagi,Karnataka,Diploma in Pharmacy,2 years,Full time,60,Diploma,0.4 lakhs,(PCI) Pharmacy Council of India,The candidate should have passed 10+2 or equivalent with PCM from a recognized board,Diploma in Pharmacy is two year duration full-time diploma course and approved by All India Council for Technical Education.
9,"KD Gavit Diploma In Pharmacy College, Nandurbar",Patharai,Maharashtra,Diploma in Pharmacy,2 years,Full time,60,Diploma,1.08 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2 or equivalent with PCM from a recognized board.,"It is 2-year duration full-time diploma course offered by Maharashtra State Board of Technical Education, Mumbai and approved by All India Council for Technical Education."
