,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Shriman Suresh Dada Jain College of Pharmacy, Chandwad",Chandwad,Maharashtra,B.Pharma,4 years,Full time,60,UG,,(AICTE) All India Council of Technical Education,"Candidate should be an Indian National and should have passed the HSC (Std.XII) examination of Maharashtra State Board of Secondary and Higher Secondary Education or its equivalent examination with subjects English, Physics, Chemistry and Mathematics/Biology AND Secured minimum 45% marks.","B.Pharma is a full-time four years duration course Affiliated to Savitribai Phule Pune University, Pune Approved by AICTE. PCI."
1,"Shriman Suresh Dada Jain College of Pharmacy, Chandwad",Chandwad,Maharashtra,D.Pharma,2 years,Full time,,Diploma,1.48 lakhs,(PCI) Pharmacy Council of India,The candidate should have passed Pass in Plus two examination with 50% in Physics and chemistry as compulsory subjects along with Mathematics or Biology.,"D.Pharma is a full-time two years duration course Affiliated to Savitribai Phule Pune University, Pune Approved by PCI."
2,"Shriman Suresh Dada Jain College of Pharmacy, Chandwad",Chandwad,Maharashtra,M.Pharma Pharmaceutics,2 years,Full time,24,PG,,(AICTE) All India Council of Technical Education,The candidate should have passed B. Pharma degree from any recognized college/ university.,"M.Pharma Pharmaceutics is a full-time two years duration course Affiliated to Savitribai Phule Pune University, Pune Approved by AICTE and PCI."
3,"Mula Rural Institute of Pharmacy, Newasa",Sonai,Maharashtra,B. Pharma,4 years,Full time,60,UG,,(AICTE) All India Council of Technical Education,Candiate must have passed 10+2 in science stream from recognized board,Bachelor of Pharmacy is full time four year under graduate course
4,"Mula Rural Institute of Pharmacy, Newasa",Sonai,Maharashtra,M. Pharma Pharmaceutical Quality Assurance,2 years,Full time,18,PG,,(AICTE) All India Council of Technical Education,Candidate must have passed related bachelor degree from recognized university,M. Pharma Pharmaceutical Quality Assurance is full time two year post graduate course
5,"Sanjivani Rural Education Society's Sanjivani College of Pharmaceutical Education and Research, Kopargaon",Kopargaon,Maharashtra,B.Pharma,4 years,Full time,60,UG,3.36 lakhs,(PCI) Pharmacy Council of India,"1. Candidate should be an Indian National and should have passed the HSC (Std.XII) examination of Maharashtra State Board of Secondary and Higher Secondary Education or its equivalent examination with subjects English, Physics, Chemistry, and Mathematics/ Biology/ Biotechnology/ Technical Vocational subject.
2. Secured minimum 45 % marks (minimum 40 % marks in case of candidates of Backward class categories and Persons with Disability belonging only to Maharashtra State) in the subjects Physics, Chemistry, and Mathematics/ Biology/ Biotechnology/ Technical Vocational subject added together (Maximum of marks obtained in Mathematics/ Biology/ Biotechnology/ Technical Vocational subject shall be considered for the purpose of addition).
3. Obtained a non-zero score in subjects Physics, Chemistry, and Mathematics/ Biology added together at MT-CET 2016.
4. Rounding of the percentage of marks for deciding eligibility for admission.
In case percentage, marks (converted out of 10) in the subjects Physics, Chemistry, and Biology/ Mathematics/ Biotechnology/ Technical Vocational Subjects added together at HSC (Std. XII), comes in fraction then percentage of marks shall be rounded off as explained in the example for the purpose of deciding the eligibility of the candidate.","Bachelor of Pharmacy curriculum consists of four years full time course approved by PCI/AICTE and Directorate of Technical Education of Maharashtra State and affiliated to Savitribai Phule Pune University, Pune."
6,"Sanjivani Rural Education Society's Sanjivani College of Pharmaceutical Education and Research, Kopargaon",Kopargaon,Maharashtra,M.Pharma Pharmaceutics,2 years,Full time,18,PG,2.62 lakhs,(PCI) Pharmacy Council of India,"1. Should be an Indian National and who possess bachelor’s degree of equivalent in Pharmacy from any AICTE approved institution, with at least 55% marks (at least 50% marks in case of SC/ST category AND Persons with Disability candidates belonging to Maharashtra State only).
2. Should have non-zero Score in MAH-MPH-CET 2016, if the candidate has neither appeared for GPAT 2015 nor having valid and qualified GPAT 2016 All India Rank / Total Score.
3. In case percentage, marks in the B. Pharmacy Examination comes in fraction then the percentage of marks shall be rounded off as explained in the example for the purpose of deciding the eligibility of the candidate.","Master of Pharmacy in Pharmaceutics is 2 years full time course offered by the Savitribai Phule Pune University, Pune and Approved by PCI."
7,"Sanjivani Rural Education Society's Sanjivani College of Pharmaceutical Education and Research, Kopargaon",Kopargaon,Maharashtra,M.Pharma Quality Assurance Techniques,2 years,Full time,18,PG,2.62 lakhs,(PCI) Pharmacy Council of India,"1. Should be an Indian National and who possess bachelor’s degree of equivalent in Pharmacy from any AICTE approved institution, with at least 55% marks (at least 50% marks in case of SC/ST category AND Persons with Disability candidates belonging to Maharashtra State only).
2. Should have non-zero Score in MAH-MPH-CET 2016, if the candidate has neither appeared for GPAT 2015 nor having valid and qualified GPAT 2016 All India Rank / Total Score.
3. In case percentage, marks in the B. Pharmacy Examination comes in fraction then the percentage of marks shall be rounded off as explained in the example for the purpose of deciding the eligibility of the candidate.","Master of Pharmacy in Quality Assurance Techniques is 2 years full time course offered by the Savitribai Phule Pune University, Pune and Approved by PCI."
8,"HR Patel Institute of Pharmaceutical Education and Research, Shirpur",Shirpur,Maharashtra,B. Pharma,4 years,Full time,60,UG,3.9 lakhs,(PCI) Pharmacy Council of India,"Candidate should be an Indian National and should have passed the HSC (Std.XII) examination of Maharshtra State Board of Secondary and Higher Secondary Education or its equivalent examination with subjects English, Physics, Chemistry and Biology /Mathematics and secured minimum 50% marks (minimum 45% in case of candidates of Backward class categories belonging to Maharshtra State only) in subjects Physics, Chemistry and Biology / Mathematics added together. AND obtained non zero score in Physics, Chemistry and Biology / Mathematics at MHT-CET.",This is a four year full time programme.
9,"HR Patel Institute of Pharmaceutical Education and Research, Shirpur",Shirpur,Maharashtra,M. Pharma Biopharmaceutics,2 years,Full time,18,PG,2.7 lakhs,(PCI) Pharmacy Council of India,Candidate should have passed the B.Pharm examination from recognized university minimum 50% AND obtained non zero score in ASSO-CET or MHT-CET / GPAT.,This is a two year full time programme.
