,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Government College of Pharmacy, Aurangabad",Aurangabad,Maharashtra,B.Pharma,4 years,Full time,60,UG,,(AICTE) All India Council of Technical Education,"All those candidates who have passed the 10+2 examination with Physics and Chemistry as compulsory subjects, along with one of the following subjects:-Mathematics / Bio-Technology / Computer Science / Biology. OR, All those candidates who have passed Diploma in Pharmacy from a recognized Pharmacy College.
OR,
The students who have passed D.Pharm course with minimum 40% marks in aggregate or 35% for SC/ST. Such students can directly take admission into second year B.Pharm through counseling conducted by the Selection Committee of DME, Chennai OR by direct admission as management quota without counselling.","B.Pharma is a full-time four years duration course Affiliated to Dr.Babasaheb Ambedkar Marathwada University, Aurangabad Approved by AICTE."
1,"Government College of Pharmacy, Aurangabad",Aurangabad,Maharashtra,M.Pharma Pharmaceutics,2 years,Full time,18,PG,,(AICTE) All India Council of Technical Education,"A Pass in B.Pharm degree from a recognized Institute University approved by PCI and AICTE, New Delhi.","M.Pharma Pharmaceutics is a full-time two years duration course Affiliated to Dr.Babasaheb Ambedkar Marathwada University, Aurangabad Approved by AICTE."
2,"Government College of Pharmacy, Bengaluru",Bengaluru,Karnataka,B.Pharm,4 years,Full time,50,UG,0.54 lakhs,(PCI) Pharmacy Council of India,"A candidate seeking admission to B.Pharm Programme must have Passed + 2 or equivalent in Science stream with minimum 50% of marks in aggregate in Physics, Chemistry, Biology, (Botany & Zoology) or Mathematics.","This is a four year full time course of Government College of Pharmacy, Bengaluru and course is approved by Pharmacy council of India and affiliated to Rajiv Gandhi University of Health Sciences, Bangalore"
3,"Government College of Pharmacy, Bengaluru",Bengaluru,Karnataka,Diploma in Pharmacy,2 years,Full time,60,Diploma,0.01 lakhs,(PCI) Pharmacy Council of India,"For gaining admission into the course the student needs to pass with Physics, Chemistry, Maths or Biology in any of the following examinations. Intermediate examination in Science.
The first year of the three year degree course in Science.
10+2 examination (academic stream) in Science.
Pre-degree examination or PUC (Pre- university Course). PCM/PCB/PCMB or Any other qualification approved by the Pharmacy council of India as equivalent to any of the above examinations.","This is a two year full time diploma course of Government College of Pharmacy, Bengaluru and course is approved by Pharmacy council of India and affiliated to Rajiv Gandhi University of Health Sciences, Bangalore"
4,"Government College of Pharmacy, Bengaluru",Bengaluru,Karnataka,M.Pharma Pharmaceutics,2 years,Full time,8,PG,0.42 lakhs,(PCI) Pharmacy Council of India,"B.Pharm Degree from an institution recognized by the Pharmacy Council of India, New Delhi, and AICTE with minimum 55% marks in aggregate.
The minimum qualifications required for admission to the course is as indicated below:
He or she must obtain a minimum of 55% marks in the qualifying examination.
An SC/ST student needs to obtain a minimum of 50% marks in the qualifying examination.
50% marks aggregate for Teachers having 5 years teaching experience.","This is a two year full time course of Government College of Pharmacy, Bengaluru and course is approved by Pharmacy council of India and affiliated to Rajiv Gandhi University of Health Sciences, Bangalore"
5,"RK University, Rajkot",Rajkot,Gujarat,B.Pharma,4 years,Full time,60,UG,3 lakhs,UGC,"The candidate should have passed 12th Std (HSC) Science Stream (with Physics, Chemistry and Maths or Biology or both) Pass or equivalence","Bachelor of Pharmacy is 4 Years (8 Semester) course offered by RK University, Rajkot with the approval of PCI and UGC.
Students with Diploma Pharmacy program can get direct admission in 3rd Semester of Degree Pharmacy program as per rules of The Admission Committee for Professional Course (ACPC), Gujarat.
The course is of four year duration, after completion of whic...See More"
6,"RK University, Rajkot",Rajkot,Gujarat,M.Pharma Pharmaceutics,2 years,Full time,24,PG,1.6 lakhs,UGC,B. Pharm or equivalent qualification with minimum 55% (50% forSC/ST/SEBC candidates) at the qualifying examination,"M.PHARM is a 2 year duration program. The program is supported with specialist teaching facilities which include a pharmacy campus, largest animal house, library with Wi-Fi, learning resource centre, medicinal garden and laboratories equipped with all required equipment. School of Pharmacy building is an architectural splendor with ultramodern amenities, specifically ...See More"
7,"RK University, Rajkot",Rajkot,Gujarat,M.Pharma Quality Assurance,2 years,Full time,24,PG,1.6 lakhs,UGC,B. Pharm or equivalent qualification with minimum 55% (50% forSC/ST/SEBC candidates) at the qualifying examination,"M.PHARM is a 2 year duration program. The program is supported with specialist teaching facilities which include a pharmacy campus, largest animal house, library with Wi-Fi, learning resource centre, medicinal garden and laboratories equipped with all required equipment. School of Pharmacy building is an architectural splendor with ultramodern amenities, specifically ...See More"
8,"Brilliant Grammar School Educational Society's Group of Institutions, Ranga Reddy",Hyderabad,Telangana,M.Pharma Pharmaceutical Analysis and Quality Assurance,2 years,Full time,24,PG,2.2 lakhs,(AICTE) All India Council of Technical Education,Candidates must hold a B.Pharm degree from a PCI and AICTE approved Institute. Candidates must have minimum 55% marks in average (50% for SC/ST) in graduation.,"M.Pharma Pharmaceutical Analysis and Quality Assurance is a full-time 2 years duration course Affiliated to Jawaharlal Nehru Technological University, Hyderabad Approved by AICTE."
9,"Brilliant Grammar School Educational Society's Group of Institutions, Ranga Reddy",Hyderabad,Telangana,M.Pharma Pharmaceutical Management and Regulatory Affairs,2 years,Full time,24,PG,,(AICTE) All India Council of Technical Education,Candidates must hold a B.Pharm degree from a PCI and AICTE approved Institute. Candidates must have minimum 55% marks in average (50% for SC/ST) in graduation.,"M.Pharma Pharmaceutical Management and Regulatory Affairs is a full-time 2 years duration course Affiliated to Jawaharlal Nehru Technological University, Hyderabad Approved by AICTE."
10,"Brilliant Grammar School Educational Society's Group of Institutions, Ranga Reddy",Hyderabad,Telangana,M.Pharma Pharmaceutics,2 years,Full time,18,PG,2.2 lakhs,(AICTE) All India Council of Technical Education,Candidates must hold a B.Pharm degree from a PCI and AICTE approved Institute. Candidates must have minimum 55% marks in average (50% for SC/ST) in graduation.,"M.Pharma Pharmaceutics is a full-time 2 years duration course Affiliated to Jawaharlal Nehru Technological University, Hyderabad Approved by AICTE."
11,"Bengal College of Pharmaceutical Science and Research, Kolkata",Durgapur,West Bengal,B.Pharm,4 years,Full time,100,UG,3.58 lakhs,(PCI) Pharmacy Council of India,"Minimum 45% [40% for SC/ST candidates] marks in either Physics, Chemistry & Mathematics taken together or Physics, Chemistry & Biology taken together in Higher Secondary (10+2 standard) or equivalent examination as well as pass marks in each individual subject and at least 30% marks in English in the aforesaid qualifying examination (for all category of candidates).","Bachelor of Pharmacy is full time four year undergraduatre degree course, recognized by AICTE and PCI"
12,"Bengal College of Pharmaceutical Science and Research, Kolkata",Durgapur,West Bengal,M.Pharma Pharmaceutics,2 years,Full time,18,PG,2.04 lakhs,(AICTE) All India Council of Technical Education,"Candidate must have passed related bachelor degree from recognized university, also Qualify PGET conducted by MAKAU","M.Pharma Pharmaceutics is full time two year post graduate degree course, recognized by AICTE"
13,"AKS University, Satna",Satna,Madhya Pradesh,B.Pharma,4 years,Full time,60,UG,2.6 lakhs,UGC,10+2 In Maths /Bio/ Biotech,"Bachelor of Pharmacy is full time four year degree offered by AKS University, Satna and approved by UGC."
14,"AKS University, Satna",Satna,Madhya Pradesh,D.Pharma,2 years,Full time,,Diploma,2 lakhs,,10+2 In Maths /Bio/ Biotech,"Diploma in Pharmacy is full time two year course diploma offered by AKS University, Satna."
15,"JSS College of Pharmacy, Ooty",Ooty,Tamil Nadu,B.Pharma,4 years,Full time,100,UG,3.74 lakhs,(AICTE) All India Council of Technical Education,"Pass in HSC/PDC/PUC/AISSC/HISC (10+2) or equivalent with individual pass in Physics, Chemistry, Biology or Botany & Zoology (or) Mathematics both theory and practical with a minimum of 40% marks and with not less than 50% aggregate marks in the above subjects is mandatory.
A pass in English with a minimum of 40% marks is mandatory for all categories.","Bachelor of Pharmacy is full time four year course degree offered by Jagadguru Sri Shivarathreeswara University, Mysore and approved by AICTE."
