,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Siksha 'O' Anusandhan, Bhubaneswar",Bhubaneshwar,Odisha,B.Pharma,4 years,Full time,,UG,5.2 lakhs,UGC,"Pass or appearing at 10+2 examination conducted by the respective state/central government authorities recognized as equivalent to 10+2 examination by the Association of Indian Universities (AIU) with English as one of the subjects and Physics, Chemistry, Mathematics (P.C.M) and or Biology (P.C.B / P.C.M.B.) as optional subjects individually. Any other qualification approved by the Pharmacy Council of India as equivalent to any of the above examinations. (As per the norms and regulations of Pharmacy Council of India)","Bachelor of Pharmacy is four years full time programe offered by Siksha O Anusandhan University, Bhubaneshwar and approved by UGC."
1,"Siksha 'O' Anusandhan, Bhubaneswar",Bhubaneshwar,Odisha,B.Pharma Lateral Entry,3 years,Full time,,UG,2.64 lakhs,UGC,"Passed or appearing (in the year 2018) at two year diploma course in Pharmacy with minimum 45% marks in aggregate (40% in case of candidates belonging to reserved category) from State Board of Pharmacy (SBP), Odisha, or equivalent.","Bachelor of Pharmacy is three full-time Lateral Entry program offered by Siksha O Anusandhan University, Bhubaneshwar and approved by UGC."
2,"Siksha 'O' Anusandhan, Bhubaneswar",Bhubaneshwar,Odisha,M.Pharma Industrial Pharmacy,2 years,Full time,,PG,2.81 lakhs,UGC,"Pass or appearing (2018) at B.Pharm examination from any recognized University with atleast 55% marks.The admission of selected candidates shall be subjected to any other mandatory requirements as per the norms of Pharmacy Council of India.GPAT qualified candidates are exempted from the entrance test, but they have to fill up the forms.","Master of Pharmacy in Industrial Pharmacy is two years (4 Semesters) full-time postgraduate pharmacy program offered by Siksha O Anusandhan University, Bhubaneshwar and approved by UGC and PCI."
3,"Siksha 'O' Anusandhan, Bhubaneswar",Bhubaneshwar,Odisha,M.Pharma Pharmaceutical Analysis,2 years,Full time,,PG,2.81 lakhs,UGC,"Pass or appearing (2018) at B.Pharm examination from any recognized University with atleast 55% marks.The admission of selected candidates shall be subjected to any other mandatory requirements as per the norms of Pharmacy Council of India.GPAT qualified candidates are exempted from the entrance test, but they have to fill up the forms.Pass or appearing (2017) at B.Pharm examination from any recognized University with atleast 50% marks.","Master of Pharmacy in Pharmaceutical Analysis is two years (4 Semesters) full-time postgraduate pharmacy program offered by Siksha O Anusandhan University, Bhubaneshwar and approved by UGC and PCI."
4,"Siksha 'O' Anusandhan, Bhubaneswar",Bhubaneshwar,Odisha,M.Pharma Pharmaceutics,2 years,Full time,,PG,2.81 lakhs,UGC,"Pass or appearing (2018) at B.Pharm examination from any recognized University with atleast 55% marks.The admission of selected candidates shall be subjected to any other mandatory requirements as per the norms of Pharmacy Council of India.GPAT qualified candidates are exempted from the entrance test, but they have to fill up the forms.","Master of Pharmacy in Pharmaceutics is two years (4 Semesters) full-time postgraduate pharmacy program offered by Siksha O Anusandhan University, Bhubaneshwar and approved by UGC and PCI."
5,"Siksha 'O' Anusandhan, Bhubaneswar",Bhubaneshwar,Odisha,MD Pathology,3 years,Full time,,PG,30 lakhs,UGC,Candidate should have Passed MBBS Or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in Pathology is three-year full-time postgraduate course, offered by Siksha O Anusandhan University, Bhubaneshwar with approval by UGC and Medical Council of India."
6,"Mahatma Jyotiba Phule Rohilkhand University, Bareilly",Bareilly,Uttar Pradesh,B.Pharma,4 years,Full time,60,UG,3.66 lakhs,UGC,The candidate should have passed 10+2 with science stream (ZBC) from any recognized College or Board.,"Bachelor of Pharmacy is four-years full time undergraduate program in Pharmacy offered by Mahatma Jyotiba Phule Rohilkhand University, Bareilly with the approval of UGC and AICTE."
7,"Mahatma Jyotiba Phule Rohilkhand University, Bareilly",Bareilly,Uttar Pradesh,M.Pharma Pharmaceutics,2 years,Full time,15,PG,2.049 lakhs,UGC,"For admission to M. Pharm Ist year, incumbent must passed B. Phram form UGC recognized University/college/Institution recognized by the AICTE or approved by the equivalent committee of M.J.P. Rohilkhand University scoring not less than 55% marks (50% for SC/ST candidates). Student who have appeared in B. Phram final year examination are eligible to apply for admission in M. Pharm Ist Year, Ist Semester. But they must produce their B. Pharm Final Year Marks sheet at the time of admission. All other rules implemented by the University form time to time shall be applicable Reservation and Fee reimbursement rules are applicable as per Uttar Pradesh government rules.","Master of Pharmacy in Pharmaceutics is two years (4 Semester) full-time postgraduate program in pharmacy offered by Mahatma Jyotiba Phule Rohilkhand University, Bareilly with the approval of UGC and AICTE."
8,Postgraduate Institute of Medical Education and Research Chandigarh,Chandigarh,Chandigarh,B.Sc MLT,3 years,Full time,,UG,,UGC,,"Bachelor of Science in MLT is 3 course offered by Postgraduate Institute of Medical Education and Research, Chandigarh and approved by UGC."
9,Postgraduate Institute of Medical Education and Research Chandigarh,Chandigarh,Chandigarh,M.Sc MLT Biochemistry,2 years,Full time,,PG,,UGC,The candidate should have passed in the relevant graduate degree from any recognized university.,"Master of Science in MLT Biochemistry is two years full-time course offered by Postgraduate Institute of Medical Education and Research, Chandigarh and approved by UGC."
10,Postgraduate Institute of Medical Education and Research Chandigarh,Chandigarh,Chandigarh,M.Sc MLT Immunopathology,2 years,Full time,,PG,,UGC,BSc. or B.Sc. Medical Technology degree from a University/Institute recognized by this Institute with at least 55% marks and not more than one attempt and three years experience as a technician in the subject in which admission is sought from a teaching research Institute/Hospital after obtaining qualification of B.Sc. or B.Sc. Medical Technology.,"Master of Science in MLT Immunopathology is two years full-time course offered by Postgraduate Institute of Medical Education and Research, Chandigarh and approved by UGC."
11,Postgraduate Institute of Medical Education and Research Chandigarh,Chandigarh,Chandigarh,M.Sc MLT Parasitology,2 years,Full time,,PG,,UGC,The candidate should have passed in the relevant graduate degree from any recognized university.,"Master of Science in MLT Parasitology is two years full-time course offered by Postgraduate Institute of Medical Education and Research, Chandigarh and approved by UGC."
12,Postgraduate Institute of Medical Education and Research Chandigarh,Chandigarh,Chandigarh,MD Pathology,3 years,Full time,19,PG,,UGC,Candidate should have Passed MBBS or its equivalent degree recognized by Medical Council of India.,"Doctor of Medicine in Pathology is three-year full-time postgraduate course, offered by Postgraduate Institute of Medical Education and Research, Chandigarh with approval by UGC and Medical Council of India."
13,"Guru Nanak Institutions Technical Campus, Ibrahimpatnam",Hyderabad,Telangana,B.Pharma,4 years,Full time,120,UG,1.4 lakhs,(AICTE) All India Council of Technical Education,"The Candidate shall be an Indian National or Persons of Indian Origin.
In respect of Under-graduate Professional Courses in Engineering and Pharmacy the candidate should have completed 16years of age as on 31st December of the Academic year for which the admissions are being conducted.
The candidate should have passed the qualifying examination (10+2) conducted by the Board of Intermediate Education, Andhra Pradesh or equivalent with Physics & Mathematics as compulsory subjects along with one of the Chemistry/Biology subjects and obtained at-least 45% marks in the above subjects taken together/ (40% in case of candidates belonging to reserved categories) and should have secured a rank at the Common Entrance Test conducted by AP state authority/AIEEE.
Lateral Entry Scheme
Students who have passed Diploma / B.Sc (Mathematics) can apply for admission to 2nd Engineering /Pharmacy (B. Tech/B. Pharmacy) Professional Courses in respective branches according to their stream in diploma through Lateral Entry Scheme","Bachelor of Pharmacy is four years full-time undergraduate program offered by Jawaharlal Nehru Technological University, Hyderabad and approved by AICTE"
14,"Guru Nanak Institutions Technical Campus, Ibrahimpatnam",Hyderabad,Telangana,M.Pharma Pharmaceutical Analysis and Quality Assurance,2 years,Full time,18,PG,2.2 lakhs,(AICTE) All India Council of Technical Education,Candidate should obtain at least 50% marks (45% in case of candidate belongs to reserved category) in the qualifying examination together with PGECET rank / GMAT score.,"Master of Pharmacy in Pharmaceutical Analysis and Quality Assurance is a two years full-time postgraduate program offered by Jawaharlal Nehru Technological University, Hyderabad and approved by AICTE"
15,"Guru Nanak Institutions Technical Campus, Ibrahimpatnam",Hyderabad,Telangana,M.Pharma Pharmaceutics,2 years,Full time,36,PG,2.2 lakhs,(AICTE) All India Council of Technical Education,Candidate should obtain at least 50% marks (45% in case of candidate belongs to reserved category) in the qualifying examination together with PGECET rank / GMAT score.,"Master of Pharmacy in Pharmaceutics is a two years full-time postgraduate program offered by Jawaharlal Nehru Technological University, Hyderabad and approved by AICTE"
16,"Gujarat University, Ahmedabad",Ahmedabad,Gujarat,Bachelor of Pharmacy,4 years,Full time,,UG,,UGC,10+2,
17,"Gujarat University, Ahmedabad",Ahmedabad,Gujarat,Master of Pharmacy,2 years,Full time,,PG,,UGC,On the basis of score obtained at Entrance Test “GCET”,Graduate (Eligibility norms are governed by state government GR)
18,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,M.Pharm Pharmaceutical Technology Formulations,2 years,Full time,,PG,0.73 lakhs,UGC,The candidate should have passed in B.Pharm.,"Master of Pharmacy in Pharmaceutical Technology Formulations is full time two year course degree offered by National Institute of Pharmaceutical Education and Research, Mohali and approved by UGC."
19,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,M.Tech Pharm Pharmaceutical Technology Biotechnology,2 years,Full time,,PG,0.73 lakhs,UGC,B. Pharm.; M.Sc.(Life Sciences),Master of Technology in Pharmacy Pharm Pharmaceutical Technology Biotechnology is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
20,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,M.Tech Pharm Pharmaceutical Technology Process Chemistry,2 years,Full time,,PG,0.73 lakhs,UGC,B.Pharm.; M.Sc. (Organic Chemistry); B.Tech. (Chemical Engineering) or equivalent,Master of Technology in Pharmacy Pharmaceutical Technology Process Chemistry is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
21,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,MBA Pharm Pharmaceutical Management,2 years,Full time,,PG,2.56 lakhs,UGC,B.Pharm.; B.Tech (Chemical Engg. or equivalent); M.Sc. (Chemical/Life Sciences),Master of Business Management in Pharmacy Pharmaceutical Management is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
22,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,MS Pharm Natural Products,2 years,Full time,,PG,0.73 lakhs,UGC,B.Pharm.; M.Sc.(Organic Chemistry),Master of Science in Pharmacy Natural Products is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
23,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,MS Pharm Pharmaceutical Analysis,2 years,Full time,,PG,0.73 lakhs,UGC,B.Pharm.; M.Sc.(Organic/Analytical Chemistry),Master of Science in Pharmacy Pharmaceutical Analysis is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
24,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,MS Pharm Pharmaceutics,2 years,Full time,,PG,0.73 lakhs,UGC,The candidate should have passed on B.Pharm.,Master of Science in Pharmacy Pharmaceutics is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
25,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,MS Pharm Pharmacoinformatics,2 years,Full time,,PG,0.73 lakhs,UGC,B. Pharm.; M.Sc. (Organic / Physical / Pharmaceutical Chemistry); M.Sc./B.Tech. (Bioinformatics); M.Sc. (Biochemistry/Biotechnology/Molecular Biology/Microbiology),Master of Science in Pharmacy Pharmacoinformatics is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
26,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,MS Pharm Traditional Medicine,2 years,Full time,,PG,0.73 lakhs,UGC,B.Pharm; B.A.M.S.; M.Sc. (Botany),Master of Science in Pharmacy Traditional Medicine is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
27,"PDM University, Bahadurgarh",Bahadurgarh,Haryana,B.Pharma,4 years,Full time,100,UG,3.66 lakhs,UGC,"All those candidates who have passed the 10+2 examination with Physics and Chemistry as compulsory subjects, along with one of the following subjects:-Mathematics/Biology, with a minimum of 55% marks in aggregate from a recognized Board.  -The candidate shall complete the age of 17 on or before 31st December 2018.The age shall be determined as per entry in the Matriculation / Higher Secondary or its Equivalent Certificate.","Bachelor of Pharmacy is four years full time pharmacy Undergraduate course offered by PDM University, Bahadurgarh and approved by UGC."
28,"PDM University, Bahadurgarh",Bahadurgarh,Haryana,D.Pharma,2 years,Full time,,Diploma,1.18 lakhs,,10+2 with Physics and Chemistry as compulsory subjects along with one of the following subjects: Mathematics / Computer Science / Bio-Technology / Biology. with a minimum of50% marks in aggregate.    ORThe candidate shall complete the age of 17 on or before 31st December 2018.The age shall be determined as per entry in the Matriculation / Higher Secondary or its Equivalent Certificate,"Diploma in Pharmacy is two years (4 Semester) full-time program offered by PDM University, Bahadurgarh with the approval of UGC."
