,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Birla Institute of Technology, Mesra, Noida Campus",Noida,Uttar Pradesh,B.Sc Animation and Multimedia,3 years,Full time,,UG,4.77 lakhs,,Candidates must have passed 10+2 / Equivalent Qualifying Examination with minimum 50% (45% for SC/ST/ PwD) marks with English as a subject in the qualifying examination.,Bachelor of Science in Animation and Multimedia is three-years duration full-time course.
1,"Birla Institute of Technology, Mesra, Noida Campus",Noida,Uttar Pradesh,M.Sc Animation and Design,2 years,Full time,,PG,3.32 lakhs,,Candidate must hold a Bachelor's Degree or equivalent qualification from recognised university.,Master of Science in Animation and Design is two-year duration full-time course.
2,"International Women Polytechnic, Janakpuri",New Delhi,Delhi,Diploma in Fashion Designing and Clothing Technology,2 years,Full time,,Diploma,,,candidate must have passed 10+2 from recognized board,"Diploma in Fashion Designing and Clothing Technology is a full-time two years duration course offered by International Women Polytechnic, Janakpuri"
3,"International Women Polytechnic, Janakpuri",New Delhi,Delhi,Diploma in Fashion Designing and Merchandising Hons,3 years,Full time,,Diploma,,,Candidate must have passed 10+2 from recognized board,"Diploma in Fashion Designing and Merchandising Hons is a full-time three years duration course offered by International Women Polytechnic, Janakpuri"
4,"International Women Polytechnic, Janakpuri",New Delhi,Delhi,Diploma in Interior Designing and Decoration,2 years,Full time,,Diploma,,,Candidate must have passed 10+2 from recognized board,"Diploma Course in Interior Designing and Decoration is a full-time two years duration course offered by International Women Polytechnic, Janakpuri"
5,"International Women Polytechnic, Janakpuri",New Delhi,Delhi,Diploma in Interior Designing and Decoration Hons,3 years,Full time,,Diploma,,,Candidate must have passed 10+2 from recognized board,"Diploma in Interior Designing and Decoration Hons is a full-time three years duration course offered by International Women Polytechnic, Janakpuri"
6,"AV Parekh Technical Institute, Rajkot",Rajkot,Gujarat,Diploma in Computer Aided Costume Design And Dress Making,3 years,Full time,30,Diploma,0.03 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board.,"Diploma in Computer Aided Costume Design And Dress Making is a full-time three years duration course Affiliated to Gujarat Technological University, Ahmedabad Approved by AICTE."
7,"State University of Performing and Visual Arts, Rohtak",Rohtak,Haryana,BFA Animation and Multimedia,3 years,Full time,10,UG,1.56 lakhs,,"10+2 examination passed or appearing under-recognized Central/State Board of Secondary Education/ Council for Indian School of Certificate Examination, New Delhi, the minimum 10+2 aggregate percentage should be 50% or more.
Or
3 years Diploma recognized by AICTE or a State Board of Technical Education (minimum 50% marks).","Bachelor of Fine Arts in Animation and Multimedia is 3-year duration course approved by University Grants Commission and affiliated to State University of Performing and Visual Arts, Rohtak."
8,"State University of Performing and Visual Arts, Rohtak",Rohtak,Haryana,BFA Sculpture,3 years,Full time,10,UG,1.56 lakhs,,"10+2 examination passed or appearing under-recognized Central/State Board of Secondary Education/ Council for Indian School of Certificate Examination, New Delhi, the minimum 10+2 aggregate percentage should be 50% or more.
Or
3 years Diploma recognized by AICTE or a State Board of Technical Education (minimum 50% marks).","Bachelor of Fine Arts in Sculpture is 3-year duration course approved by University Grants Commission and affiliated to State University of Performing and Visual Arts, Rohtak."
9,"State University of Performing and Visual Arts, Rohtak",Rohtak,Haryana,Bachelor of Arts in Sound Recording and Sound Design,3 years,Full time,12,UG,2.31 lakhs,,"10+2 examination passed or appearing under-recognized Central/State Board of Secondary Education/ Council for Indian School of Certificate Examination, New Delhi, the minimum 10+2 aggregate percentage should be 50% or more. or3 years Diploma recognized by AICTE or a State Board of Technical Education (minimum 50% marks).","Bachelor of Arts in Sound Recording and Sound Design is 3-year duration course approved by University Grants Commission and affiliated with State University of Performing and Visual Arts, Rohtak."
10,"State University of Performing and Visual Arts, Rohtak",Rohtak,Haryana,Bachelor of Design in Apparel Design,4 years,Full time,20,UG,2.08 lakhs,,"10+2 examination passed or appearing under-recognized Central/State Board of Secondary Education/ Council for Indian School of Certificate Examination, New Delhi.the minimum 10+2 aggregate percentage should be 50% or more. or 3 years Diploma recognized by AICTE or a State Board of Technical Education (minimum 50% marks).","Bachelor of Design in Apparel Design is 4-year duration course approved by University Grants Commission and affiliated to State University of Performing and Visual Arts, Rohtak."
11,"State University of Performing and Visual Arts, Rohtak",Rohtak,Haryana,Bachelor of Design in Lifestyle Accessories Design,4 years,Full time,20,UG,2.08 lakhs,,"10+2 examination passed or appearing under-recognized Central/State Board of Secondary Education/ Council for Indian School of Certificate Examination, New Delhi.the minimum 10+2 aggregate percentage should be 50% or more. or 3 years Diploma recognized by AICTE or a State Board of Technical Education (minimum 50% marks).","Bachelor of Design in Lifestyle Accessories Design is 4-year duration course approved by University Grants Commission and affiliated to State University of Performing and Visual Arts, Rohtak."
12,"State University of Performing and Visual Arts, Rohtak",Rohtak,Haryana,Bachelor of Design in Product Design,4 years,Full time,20,UG,2.08 lakhs,,"10+2 examination passed or appearing under-recognized Central/State Board of Secondary Education/ Council for Indian School of Certificate Examination, New Delhi.the minimum 10+2 aggregate percentage should be 50% or more. or 3 years Diploma recognized by AICTE or a State Board of Technical Education (minimum 50% marks).","Bachelor of Design in Product Design is 4-year duration course approved by University Grants Commission and affiliated to State University of Performing and Visual Arts, Rohtak."
