,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,0,"Global Open University, Dimapur",Dimapur,Nagaland,BHMTT,3 years,Distance,,UG,0.24 lakhs,UGC,Candidate must have passed 10+2 in any stream from recognized board,"The three years Distance Learning Bachelor of Hotel Management, Travel and Tourism conducted by The Global Open University, Nagaland has been designed for meeting the demand of the growing needs of experts in the fields of hotel management, catering technology, applied nutrition, travel, tourism etc."
1,1,"Global Open University, Dimapur",Dimapur,Nagaland,M.Sc Ecotourism,2 years,Distance,,PG,0.24 lakhs,UGC,Candidate must have passed Bachelor degree from recognized University,"The two years Distance Learning Master of Science in Ecotourism conducted by The Global Open University, Nagaland has been designed for meeting the demand of the growing needs of experts in the fields of ecotourism, wildlife tourism, adventure tourism, tourism economics, sustainable tourism besides eco-event management, mountain tourism etc."
2,2,"Global Open University, Dimapur",Dimapur,Nagaland,M.Sc Hotel Management and Catering Technology,2 years,Distance,,PG,0.24 lakhs,UGC,Candidate must have passed Graduation from recognized University,"The two years Distance Learning Master of Science (M.Sc.) in Hotel Management and Catering Technology conducted by The Global Open University, Nagaland has been designed for meeting the demand of the growing needs of experts in the fields of hotel management, catering technology, food and beverage production, catering management, culinary facilities, front office mana...See More"
3,3,"Global Open University, Dimapur",Dimapur,Nagaland,MBA Ecotourism,2 years,Distance,,PG,0.24 lakhs,UGC,Candidate must have passed Bachelor degree in related stream from recognized University,MBA Ecotourism is two year distance education course
4,4,"Global Open University, Dimapur",Dimapur,Nagaland,MBA Tourism Travel and Hospitality Management,2 years,Distance,,PG,0.24 lakhs,UGC,Candidate must have passed Bachelor degree in related stream from recognized University,The two years Distance Learning Master of Business Administration Degree being conducted by The Global Open University
5,5,"NIILM University, Kaithal",Ujana,Haryana,B.A.Hons Hospitality and Hotel Administration,3 years,Full time,,UG,,UGC,,
6,6,"NIILM University, Kaithal",Ujana,Haryana,B.Sc Hotel Management and Tourism,3 years,Full time,,UG,1.8 lakhs,UGC,10+2 in any stream,"The deptt. offers a 3 year degree programme in Hotel management & Tourism. The Department is determined to create a world-class centre in hospitality education, with the technical assistance of experts and reputed personalities from the industry and academics. Department is equipped with training kitchens, restaurant, housekeeping laboratory, front office laborato...See More"
7,7,"NIILM University, Kaithal",Ujana,Haryana,M. Sc. Hotel Management and Tourism,2 years,Full time,,PG,1.4 lakhs,UGC,Graduation in any stream,"The Department is determined to create a world-class centre in hospitality education, with the technical assistance of experts and reputed personalities from the industry and academics. Department is equipped with training kitchens, restaurant, housekeeping laboratory, front office laboratory, computer laboratory and Internet centre; conference centre, and a world-cla...See More"
8,8,"Institute of Hotel Management, Aurangabad",Aurangabad,Maharashtra,BA Culinary Arts Hons,4 years,Full time,60.0,UG,,(AICTE) All India Council of Technical Education,Successful completion of the Std.XII (10+2) or equivalent examination in any stream with English as the medium of instruction.,
9,9,"Institute of Hotel Management, Aurangabad",Aurangabad,Maharashtra,BA Hotel Management Hons,4 years,Full time,120.0,UG,,(AICTE) All India Council of Technical Education,Successful completion of the Std.XII (10+2) or equivalent examination in any stream with English as the medium of instruction.,
10,10,"Institute of Hotel Management, Aurangabad",Aurangabad,Maharashtra,MA Hotel Management,2 years,Full time,18.0,PG,,(AICTE) All India Council of Technical Education,,
11,11,"Arni University, Kathgarh",Kangra,Himachal Pradesh,Bachelor of Hotel Management,3 years,Full time,,UG,2.2 lakhs,UGC,"Minimum 50% marks in class XII as qualifying exam..
Students Appearing in class XII Final Year in 2012 can also apply",
12,12,"ICFAI University, Sikkim",Gangtok,Sikkim,BHM,4 years,Full time,,UG,1.35 lakhs,UGC,"Pass in 10+2 with aggregate 40% and above (any discipline).
Final year students awaiting results can also apply.","Bachelor of Hospitality Management is four years full time course. Affiliated to ICFAI University, Sikkim and approved by UGC.
The Bachelor of Hospitality Management (BHM) is a four-year full-time Program provides insight into the hospitality industry and prepares students for a career in this fast growing field. It gives them the necessary skills, knowledge and ex...See More"
13,13,"Muthayammal College of Arts and Science, Namakkal",Rasipuram,Tamil Nadu,B.Sc Hotel Management and Catering Science,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 from recognized board.,"Bachelor of Science in Hotel Management and Catering Science is three-years duration full-time course approved by University Grants Commission and affiliated to Periyar University, Salem."
14,14,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Yamunanagar",Bhambholi,Haryana,Diploma in Food Production,1.5 years,Full time,40.0,Diploma,0.41 lakhs,NCHMCT,"1. The minimum qualification for admission is 10+2 system of Senior Secondary Education or its equivalent with English as one of the compulsory subject.
2. Age limit is 25 years for General / PH and 28 years for SC / BC candidates as on 1st July as per current year.
Date of birth as recorded in the Secondary Education Board / Pre-University Certificate is the only authentic proof that will be accepted. At the time of interview, this certificate must be produced in original as a proof of age, failing which the candidate will not be considered for admission.","Diploma in Food Production is 1.5 year duration full-time course. This course aim is equipping trainees with knowledge, attitude and skill for fundamentals of cooking and serving for effective discharge of duties & responsibilities while working in hotels / restaurants / other hospitality establishments."
15,15,"Institute of Hotel Management, Catering Technology and Applied Nutrition, Yamunanagar",Bhambholi,Haryana,Diploma in Food and Beverage Service,1.5 years,Full time,40.0,Diploma,0.3 lakhs,NCHMCT,"1. The minimum qualification for admission is 10+2 system of Senior Secondary Education or its equivalent with English as one of the compulsory subject.
2. Age limit is 25 years for General / PH and 28 years for SC / BC candidates as on 1st July as per current year.
Date of birth as recorded in the Secondary Education Board / Pre-University Certificate is the only authentic proof that will be accepted. At the time of interview, this certificate must be produced in original as a proof of age, failing which the candidate will not be considered for admission.","Diploma in Food and Beverage Service is 1.5 year duration full-time course. This course aim is equipping trainees with knowledge, attitude and skill for fundamentals of cooking and serving for effective discharge of duties & responsibilities while working in hotels / restaurants / other hospitality establishments."
16,16,"Dr BR Ambedkar Institute of Technology, Port Blair",Port Blair,Andaman and Nicobar Islands,Diploma in Hotel Management and Catering Technology,3 years,Full time,60.0,Diploma,0.12 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed 12th examination from any recognized board.,"Diploma in Hotel Management and Catering Technology is a full-time three-year course diploma offered by Maharashtra State Board of Technical Education, Mumbai and approved by AICTE."
17,17,"Bells Institute of Management and Technology, Shimla",Shimla,Himachal Pradesh,BHM,3 years,Full time,60.0,UG,,NCHMCT,The admission prerequisite is 10+2 in any stream with 50% marks (45% for reserved category). The admission process comprises of a counseling session at the Institute. Candidates are then awarded studentships after producing required documents and paying the fee.,"The Institute offers a three-year, semester-patterned, full-time bachelor’s program in Hotel Management. The number of seats for this program is 60."
18,18,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,B.Sc Hospital Management,3 years,Full time,,UG,,UGC,The candidate must have passed 12th with Science from recognised board.,"Bachelor of Science in Hospital Management is full-time three-year undergraduate degree course and affiliated to Himalayan University, Itanagar."
19,19,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,BA Cruise Hospitality Management,3 years,Full time,,UG,,UGC,The candidate must have passed 12th from recognised board.,"Bachelor of Arts in Cruise Hospitality Management is full-time three-year undergraduate degree course and affiliated to Himalayan University, Itanagar."
20,20,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,BA Hotel Management,3 years,Full time,,UG,,UGC,The candidate must have passed 12th from recognised board.,"Bachelor of Arts in Hotel Management is full-time three-year undergraduate degree course and affiliated to Himalayan University, Itanagar."
21,21,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,BBA Hotel Management,3 years,Full time,,UG,,UGC,The candidate must have passed 12th from recognised board.,"Bachelor of Business Administration in Hotel Management is full-time Three-year undergraduate degree course and affiliated to Himalayan University, Itanagar."
22,22,"BFIT Group of Institutions, Dehradun",Dehradun,Uttarakhand,BHM,3 years,Full time,,UG,1.48 lakhs,UGC,The candidate should have passed in 10+2.,This is a three year full time programme leading to a Bachelor's Degree.
23,23,"Indus International University, Una",Bat Khurd,Himachal Pradesh,BHM,3 years,Full time,60.0,UG,2.6 lakhs,UGC,The candidate should have passed in 10+2 with the relevant subject.,Bachelor of Hotel Management is a full-time four-year course approved by UGC.
0,0,"ABI and ABI College Arts Science and Technology, Thanjavur",Neelagiri,Tamil Nadu,B.Sc Hotel Management and Catering Technology,3 years,Full time,,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
1,1,"Marudupandiyar Institutions, Thanjavur",Thanjavur,Tamil Nadu,B.Sc Hotel Management and Catering Service,3 years,Full time,,UG,,,The candidate should have passed in 10+2 related stream,B.Sc Hotel Management and Catering Service is a three year full time course
2,2,"Pavendar Bharathidasan College of Arts and Science, Tiruchirappalli",Mandaiyur,Tamil Nadu,B.Sc Hotel Management and Catering Technology,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
3,3,"Valluvar College of Science and Management, Karur",Karur,Tamil Nadu,B.Sc Hotel Management and Catering Science,3 years,Full time,,UG,,,The Candidate should have passed 10+2 exam with relevant stream.,"Bachelor of Science in Hotel Management and Catering Science is three years full time course affiliated by Bharathidasan University, Tiruchirappalli."
4,4,"Muslim Arts College, Thiruvithancode",Kanyakumari,Tamil Nadu,M.Sc Hotel Management,2 years,Full time,,PG,,UGC,Bachelors degree in related branch.,It is 2 year full time course.
5,5,"Hindi Mahavidyalaya, Hyderabad",Hyderabad,Telangana,Bachelor of Hospitality and Tourisum,4 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 with the relevant subject.,Bachelor of Hospitality and Tourism is a four-year UG course approved by UGC.
6,6,"Pioneer Institute of Hotel Management, Hyderabad",Hyderabad,Telangana,BHM,3 years,Full time,,UG,,NCHMCT,The candidate should have passed in 10+2 any stream.,Bachelor of Hotel Management is a 3 year full time course.
7,7,"Pioneer Institute of Hotel Management, Hyderabad",Hyderabad,Telangana,BHMCT,3 years,Full time,,PG,,NCHMCT,Pass in Intermediate in any discipline or any 2 year vocational course,Bachelor Hotel Management and Catering Technology is a 3 year full time course.
8,8,"Indian Institute of Hotel Management and Culinary Arts, Hyderabad",Hyderabad,Telangana,BHMCT,4 years,Full time,,PG,,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 or equivalent,BHMCT is a four year full time course
9,9,"John Bauer College of Hotel Management and Catering Technology, Secunderabad",Secunderabad,Telangana,BHMCT,3 years,Full time,50.0,PG,,NCHMCT,The candidate should have passed in 10+2 related stream.,Bachelor of Hotel Management and Catering Technology is a 3 year full time course.
10,10,"Leo Academy of Hospitality and Tourism Management ,Hyderabad",Ranga Reddy,Telangana,BHM,3 years,Full time,,UG,,NCHMCT,The candidate should have passed in 10+2 any stream.,Bachelor Degree in Hotel Management is a 3 year full time course.
11,11,"Leo Academy of Hospitality and Tourism Management ,Hyderabad",Ranga Reddy,Telangana,BHMCT,3 years,Full time,60.0,PG,,NCHMCT,The candidate should have passed in 10+2 related stream.,Bachelor Degree in Hotel Management and Catering Technology is a 3 year full time course.
12,12,"Leo Academy of Hospitality and Tourism Management ,Hyderabad",Ranga Reddy,Telangana,Diploma in Food Production,1 year,Full time,,Diploma,,NCHMCT,The candidate should have passed in 10+2 related stream.,Diploma in Food Production is a 1 year full time course.
13,13,"Leo Academy of Hospitality and Tourism Management ,Hyderabad",Ranga Reddy,Telangana,PG Diploma in Hotel Management,1 year,Full time,,Diploma,,NCHMCT,The candidate should have passed in graduate in related stream.,PG Diploma in Hotel Management is a 1 year full time course.
14,14,"Westin College of Hotel Management, Hyderabad",Hyderabad,Telangana,BHM,3 years,Full time,,UG,6.21 lakhs,NCHMCT,The candidate should have passed in 10+2 any stream.,Bachelors degree in Hotel Management is a 3 year full time course.
15,15,"Gesto Culinary and Hospitality Academy, Hyderabad",Hyderabad,Telangana,BHM,3 years,Full time,,UG,,NCHMCT,The candidate should have passed in 10+2 any stream.,Bachelor in Hotel Management is a 3 year full time course.
16,16,"Gesto Culinary and Hospitality Academy, Hyderabad",Hyderabad,Telangana,BHMCT,3 years,Full time,50.0,PG,,NCHMCT,The candidate should have passed in 10+2 related stream.,Bachelor in Hotel Management and Catering Technology is a 3 year full time course.
17,17,"Gesto Culinary and Hospitality Academy, Hyderabad",Hyderabad,Telangana,Diploma Catering Science and Hotel Management,1 year,Online,,Diploma,,NCHMCT,The candidate should have passed in 10+2 related stream.,Diploma Catering Science and Hotel Management is a 1 year full time course.
18,18,"Gesto Culinary and Hospitality Academy, Hyderabad",Hyderabad,Telangana,Diploma in Catering Science and Hotel Management,1 year,Full time,,Diploma,,NCHMCT,The candidate should have passed in 10+2 related stream.,Diploma in Catering Science and Hotel Management is a 1 year full time course.
19,19,"Gesto Culinary and Hospitality Academy, Hyderabad",Hyderabad,Telangana,MBA Tourism and Hotel Management,2 years,Online,,PG,,NCHMCT,The candidate should have passed in graduate in related stream,MBA Tourism and Hotel Management is a 2 year full time course.
20,20,"Gesto Culinary and Hospitality Academy, Hyderabad",Hyderabad,Telangana,PG Diploma Garde Manger and Cruise Line Services,1 year,Full time,,Diploma,,NCHMCT,The candidate should have passed in 10+2 related stream.,PG Diploma Grade Manger and Cruise Line Services is a 3 year full time course.
21,21,"Bhaktavatsalam Memorial College for Women, Chennai",Chennai,Tamil Nadu,B.Sc Hotel and Catering Management,3 years,Full time,32.0,UG,,UGC,The candidate should have passed 10+2 level with related combination.,"Bachelor of Science in Hotel and Catering Management is three years full time course approved by UGC and affiliated to University of Madras, Chennai."
22,22,"AV Abdurahman Haji Arts and Science College, Kozhikode",Mankara,Kerala,B.Sc Catering and Hotel Management,3 years,Full time,24.0,UG,,UGC,The candidate should have passed the intermediate or equivalent examination from any recognized board.,"It is 3-year duration full-time course approved by UGC and affiliated to University of Calicut, Malappuram."
23,23,"Government Arts and Science College, Vilayil",Kuzhimanna,Kerala,BTHM,3 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Tourism and Hotel Management (BTHM) is a full time three years course affiliated to University of Calicut.
24,24,"College of Non Conventional Vocational Courses for Women, Kolhapur",Kolhapur,Maharashtra,Bachelor of Food Technology and Management,3 years,Full time,,UG,0.84 lakhs,Government of Maharashtra,The candidate should have passed in 10+2 with the relevant subject.,Bachelor of Food Technology and Management is full-time three-year course accreditations by NAAC A.
25,25,"Navnirman College of Arts Commerce and Science, Ratnagiri",Nachane,Maharashtra,B.Sc Hospitality Studies,3 years,Full time,,UG,1.49 lakhs,Govt. of Maharashtra,"A Candidate for being eligible for admission to the Degree course Bachalor or Science (Hospitality Studies) shall have passed XII Standard Examination in any discipline / Stream of any State Board for Higher Secondary Education or its equivalent from India or abroad and secured not less than 45% marks in aggregate. (44.5% to 44.99% may be rounded of to 45%. (In case of Reserved category 40% marks in aggregate). (39.5% to 39.99% and may be rounded off to 40%)
B) Candidates will be selected on the basis of merit in Written Examination, Group discussion & Personal Inverview conducted by the college.","B.Sc Hospitality Studies is 3 year full time UG level course with affiliation of University of Mumbai,Mumbai and approved by UGC."
26,26,"Sree Narayana Guru Memorial Arts and Science College, Alappuzha",Thuravoor Thekku,Kerala,B.Sc Hotel Management and Catering Science,3 years,Full time,,UG,,UGC,A pass in Higher Secondary Examination or VHSE with any subject combination or any other examination recognised by the University of Kerala with a minimum of 50% marks in aggregate.,"It is 3 year full time course with affiliation of University of Kerala,Thiruvananthapuram and approved by UGC."
27,27,"The Oxford College of Hotel Management, Bangalore",Bengaluru,Karnataka,BHM,4 years,Full time,120.0,UG,2.6 lakhs,(AICTE) All India Council of Technical Education,"A pass in the Pre-University conducted by the Karnataka Pre-University Board, or class XII of the 10 + other equivalent examination conducted by any other Board/ Pre-University. Students having examinations recognized to the above will also be eligible for admission. Preference will be given to SCs and other backward categories.","Bachelor of Hotel Management is a four-year UG course offered by Bangalore University, Bangalore and approved by AICTE"
28,28,"The Oxford College of Hotel Management, Bangalore",Bengaluru,Karnataka,MTA,2 years,Full time,,PG,,,The candidate should have passed related degree,"Master of Tourism Administration is a two year PG course offered by
Bangalore University, Bangalore and approved by AICTE"
0,0,"Sardar Patel University, Vallabh Vidyanagar",Anand,Gujarat,BBA Hospitality Management,3 years,Full time,,UG,,UGC,Candidate must have passed 10+2 from recognized board,BBA Hospitality Management is full time three year undergraduate degree course with approval of UGC.
1,1,"Sardar Patel University, Vallabh Vidyanagar",Anand,Gujarat,BBA Hospitality Management,3 years,Full time,,UG,,UGC,Candidate must have passed 10+2 from recognized board,BBA Hospitality Management is full time three year undergraduate degree course with approval of UGC.
2,2,"NSHM Knowledge Campus, Kolkata",Kolkata,West Bengal,BBA Hospital Management,3 years,Full time,,UG,,,10+2 passed from any board with English as a subject. Students from any stream can apply. Candidates appearing for Class XII final can also apply,"Bachelor of Business Administration (BBA) in Hospital Management is a three-year full-time course affiliated to Maulana Abul Kalam Azad University Of Technology (Formerly known as West Bengal University Of Technology), Govt. of W.B."
3,3,"NSHM Knowledge Campus, Kolkata",Kolkata,West Bengal,BHM,4 years,Full time,,UG,,,"10+2 passed from any board with English as one of the subjects, selection will be strictly through combined entrance test conducted by WBUT and NSHM, followed by personal interview. 12th pass under 10+2 system in any stream in class XII. Candidates appearing for Class XII final can also apply","Bachelor of Hotel Management (BHM) is a four-year full-time course affiliated to Maulana Abul Kalam Azad University Of Technology (Formerly known as West Bengal University Of Technology), Govt. of W.B.
BHM (Bachelor of Hotel Management) is a contemporary education in the field of Hospitality. Its wide array of course modules prepare the students for professional enga...See More"
4,4,"NSHM Knowledge Campus, Kolkata",Kolkata,West Bengal,MHA,2 years,Full time,,UG,4.2 lakhs,,Graduate (10+2+3) with any discipline. Graduation with a valid score of MAT/WBJEEMAT or any all India level Management Aptitude Test (as applicable). Final year students can also apply.,"Master of Hospital Administration (MHA) is a two-year full-time course affiliated to Maulana Abul Kalam Azad University Of Technology (Formerly known as West Bengal University Of Technology), Govt. of W.B.
MHA is equal to and more than MBA course in Healthcare. A suitable work experience can always add to the higher employability prospects vis-à-vis a fresh graduate...See More"
5,5,"University of Calicut, Malappuram",Thenhipalam,Kerala,BHM,4 years,Full time,,UG,,UGC,The candidate should be an Intermediate(10+2) from a recognized Board with relevant subjects.,"Bachelor of Hotel Management is a full-time four years duration course offered by University of Calicut, Malappuram Approved by UGC."
6,6,"University of Calicut, Malappuram",Thenhipalam,Kerala,BTHM,4 years,Full time,,UG,,UGC,The candidate should be an Intermediate(10+2) from a recognized Board with relevant subjects.,"Bachelor of Tourism and Hotel Management is a full-time four years duration course offered by University of Calicut, Malappuram Approved by UGC."
7,7,"University of Calicut, Malappuram",Thenhipalam,Kerala,MTA Tourism Administration,2 years,Full time,,PG,,UGC,The candidate should be a Graduate from a recognized University with relevant subjects.,"MTA Tourism Administration is a full-time two years duration course offered by University of Calicut, Malappuram Approved by UGC."
8,8,"University of Jammu, Jammu",Jammu ,Jammu and Kashmir,MBA Hospitality and Tourism,2 years,Full time,25.0,PG,,UGC,The candidate completed graduation from recognised university.,"MBA Hospitality and Tourism is a full-time two years duration course offered by University of Jammu, Jammu Approved by University grants commission (UGC)."
9,9,"College of Vocational Studies, New Delhi",New Delhi,Delhi,BA Voc Tourism Management,3 years,Full time,100.0,UG,,UGC,The candidate should be an Intermediate(10+2) from a recognized Board.,BA Vocational Studies in Marketing Management and Retail Business is 3-year Full-time duration course affiliated to the University of Delhi.
10,10,"ITM-Institute of Hotel Management, Mumbai",Navi Mumbai,Maharashtra,Bachelor of Science Hospitality Studies,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,A candidate for being eligible for admission to the Degree Course in Management Studies shall have passed XII Standard Examination of any State Board / University for Higher Secondary Education or its equivalent,"<p>The Hospitality Industry is experiencing a phenomenal growth due to an exceptional surge in Indian and International tourism. This has resulted in an increased demand of trained hospitality professionals. To fulfill the growing Human Resource demands of the Travel, Tourism &amp; Leisure Industry the University of Mumbai offers a degree in Hospitality Educ...See More"
11,11,"Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal",Naur,Uttarakhand,B.Sc in Hostel Management,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,,
12,12,"Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal",Naur,Uttarakhand,BBA in Hospitality,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,,
13,13,"Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal",Naur,Uttarakhand,Bachelor of Hotel Management and Catering Technology -BHMCT,2 years,Full time,,UG,,(AICTE) All India Council of Technical Education,,
14,14,"Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal",Naur,Uttarakhand,MBA Tourism and Hospitality Management,2 years,Full time,,PG,,UGC,The candidate should have passed any graduation degree from any recognized college or University.,"Master of Business Administration in Tourism and Hospitality Management is two years full-time Post graduate management programme offered by JHemwati Nandan Bahuguna Garhwal University, Pauri Garhwal and approved by UGC"
15,15,"University of Kerala, Thiruvananthapuram",Thiruvananthapuram,Kerala,MBA Tourism,2 years,Full time,40.0,PG,1 lakh,UGC,Any Degree with 50% marks in aggregate.,"Master of Business Administration in Tourism is full time two year course degree offered by University of Kerala, Thiruvananthapuram and approved by UGC."
16,16,"Guru Nanak Institute of Technology, Kolkata",Kolkata,West Bengal,BHM,3 years,Full time,60.0,UG,,,"The applicant must be an Indian citizen, having passed/ appeared at the Higher Secondary Examination in the General or Vocational Stream of the West Bengal Council of Higher Secondary Education or its equivalent examination from a recognized Board University. Candidates applying for admission should have English as one of the subjects at the 10+2 level. The admission of the candidate would be subject to clearing as guidelines of affiliated University.","Hospitals have always fascinated you rather than scaring you off. You have an empathic nature along with a flair for organisation and an eye for detail. A career prospect you can consider is Hospital Management. A large number of private hospitals and clinics have come up all over the country. With increasing emphasis on quality of health care and patient satisfaction, there is a tremendous need for persons with a professional qualification in Hospital "
17,17,"GD Goenka University, Gurgaon",Sohna,Haryana,BHMCT,4 years,Full time,,UG,9.25 lakhs,UGC,"Candidates who have completed their 10+2 from CBSE or any equivalent examination are eligible to apply. In addition, applicants will also have to successfully complete a Goenka Aptitude Test for Admission (GATA) and a personal interview. ",BHMCT is a four year intensive programme which exposes the student to the diversity of hospitality industry and equips the student with intellectual & leadership capabilities allowing the student to move into diverse managerial roles in prestigious international organisations. Its multi-disciplinary programme focuses on critical analysis of management styles & strategic thinking required to succeed in hotel 
18,18,"GD Goenka University, Gurgaon",Sohna,Haryana,Diploma in Hotel Management,2 years,Full time,,Diploma,4.5 lakhs,,"10+2 from CBSE or other equivalent Examination with a minimum aggregate of 50 %. In addition, candidates also have to successfully complete Goenka Aptitude Test for Admission (GATA) and appear for a personal interview.","This is two-year Diploma in hotel management Programme familiarize and equip students with fundamental, skills, attitude and knowledge. The Programme also provides a detailed understanding of the operational aspects of the hospitality industry with the help of theoretical and practical exposures."
19,19,"GD Goenka University, Gurgaon",Sohna,Haryana,MBA International Hotel and Restaurant Management,2 years,Full time,,PG,6.2 lakhs,UGC,"Candidates who have completed their graduation in any field from a UGC approved university are eligible to apply. In addition, applicants will also have to successfully complete a Goenka Aptitude Test for Admission (GATA) and a personal interview. ",MBA in International Hotel and Restaurant Management provides a unique combination of operational skills in Hospitality Management. The focus is on current Restaurant and Food Service management topics.
20,20,"GD Goenka University, Gurgaon",Sohna,Haryana,MHM,2 years,Full time,,PG,4.15 lakhs,UGC,"Graduation in any field from a UGC approved university. In addition, candidates will have to successfully complete Goenkan Aptitude Test for admission (GATA) and appear for a personal interview.  ","Master of Hotel Management - This programme provides a unique combination of operational, fundamental and technological skills in hotel management. The focus is on current topics related to hotel management with the help of theoretical and practical exposures."
21,21,"GD Goenka University, Gurgaon",Sohna,Haryana,MHMCT,2 years,Full time,,PG,4.15 lakhs,UGC,"Graduation in any field from a UGC approved university. In addition, candidates will have to successfully complete Goenkan Aptitude Test for admission (GATA) and appear for a personal interview.   ","Master of Hotel Management & Catering Technology - This programme provides a unique combination of operational, fundamental and catering technological skills in hotel management. The focus is on current topics related to hotel management with the help of theoretical and practical exposures."
22,22,"GD Goenka University, Gurgaon",Sohna,Haryana,Post Graduate Diploma in Culinary Arts Management,1 year,Full time,,Diploma,3.85 lakhs,,"Graduation in any field from a UGC approved university. In addition, candidates will also have to successfully complete a Goenka Aptitude Test for Admission (GATA) and a personal interview.",This program prepares the student for a career in Food Production area of the Hospitality Industry with emphasis on culinary arts. It ensures to equip the student with the skills required to become a Food Production professional.
23,23,"NSHM Knowledge Campus, Durgapur",Arra,West Bengal,BBA Hospital Management,3 years,Full time,,UG,,,10+2 passed from any board with English as a subject. Students from any stream can apply. Candidates appearing for Class XII final can also apply,"Basic interest in the science, management and arts of health care delivery systems and services can fetch best value from the BHM course. BBM(H) in Hospital Management at NSHM serves two important purposes. One, it enables ready employ-ability in Hospitals and Health services and two, it provides a stepping stone for Masters program in Hospital Administration or Manag...See More"
24,24,"NSHM Knowledge Campus, Durgapur",Arra,West Bengal,BHM,4 years,Full time,,UG,,,"10+2 passed from any board with English as one of the subjects, selection will be strictly through combined entrance test conducted by WBUT and NSHM, folllowed by personal interview. 12th pass under 10+2 system in any stream in class XII. Candidates appearing for Class XII final can also apply",Bachelor of Hotel Management (BHM) is a four-year full-time course.
25,25,"NSHM Knowledge Campus, Durgapur",Arra,West Bengal,BHMCT,4 years,Full time,120.0,UG,5 lakhs,(AICTE) All India Council of Technical Education,10+2 with 45% (40% for reserved category) aggregate passed in any stream. Qualifying entry requirement: JEHOM. Candidates appearing for Class XII final can also apply.,Bachelor in Hotel Management and Catering Technology is a Graduate program of technical field. The duration of this course is 4 years with 8 semesters and course approved by AICTE.
26,26,"Dr Ram Manohar Lohia Avadh University, Faizabad",Faizabad,Uttar Pradesh,MTA,2 years,Full time,,PG,,UGC,The candidate should have passed Graduation in any discipline from any recognized College or University.,"Master of Tourism Administration is two years (4 Semester) full-time postgraduate program offered by Dr. Ram Manohar Lohia Avadh University, Faizabad with the approval of UGC."
27,27,"Chitkara University, Himachal Pradesh",Barotiwala,Himachal Pradesh,Bachelor of Science in Hotel Management and Catering,3 years,Full time,,UG,2.1 lakhs,UGC,XII passed (Any stream) | Personal Interview,"The three-year B.Sc. Program in Hotel Management & Catering (HMCT) at Chitkara College of Hotel Management & Catering (CCHMC) equips students with the required skills, knowledge and attitude to efficiently discharge supervisory responsibilities in the hospitality sector. It puts them through in-depth laboratory work so as to acquire skills and knowledge in all...See More"
28,28,"Indian Institute of Tourism and Travel Management, Gwalior",Gwalior,Madhya Pradesh,BBA Tourism and Travel,3 years,Full time,,UG,2.54 lakhs,UGC,the candidate should pass 10+2 with 50% marks (45% for SC / ST).,This is a three year full time course
29,29,"Indian Institute of Tourism and Travel Management, Gwalior",Gwalior,Madhya Pradesh,MBA International Tourism,2 years,Full time,93.0,PG,3.09 lakhs,UGC,The candidate should be a graduate in any discipline of a university and equivalent thereto with 50% marks (45% for SC / ST),This is a two-year MBA (Tourism) specialization in International Tourism programme leading to specialization in International Tourism. The programme has been designed to help / facilitate the participants to appreciate the interrelationship between the diverse and complex situation of domestic as well as international tourism business operations and to instill in them...See More
30,30,"Indian Institute of Tourism and Travel Management, Gwalior",Gwalior,Madhya Pradesh,MBA Service Sector,2 years,Full time,93.0,PG,3.09 lakhs,UGC,The candidate should be a graduate in any discipline of a university and equivalent thereto with 50% marks (45% for SC / ST),The two-year MBA (Tourism specialization in Tourism Services programme is an outcome of many years of scholarly debates on the requirement of creating highly efficient and skill-oriented young managers for the fast-growing tourism service(s) industry. The course design constitutes core modules and the latest specialization areas like travel photography etc.
